TreeID,SpeciesName,DBH,ReplacementValue,CarbonStorage,GrossCarbonSequestration,AvoidedRunoff,PollutionRemoval,TotalAnnualBenefits
6112,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,48.4,0.81
6113,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,58.5,0.88
6114,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,58.5,0.88
6115,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,58.5,0.88
6116,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,51.8,0.83
6117,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,51.8,0.83
6118,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,48.4,0.81
6119,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,55.1,0.86
6120,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,58.5,0.88
6121,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,58.5,0.88
6122,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,55.1,0.86
6123,Fraxinus ornus,25,1147.71,255.5,4.9,0.3,245.4,2.64
6124,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,55.1,0.86
6125,Fraxinus ornus,19,799.44,129.4,3.3,0.1,96.7,1.26
6126,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,55.1,0.86
6127,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,58.5,0.88
6128,Fraxinus ornus,16.3,673.27,92.6,2.8,0.1,55.1,0.86
6129,Fraxinus,10,284.81,31.3,2.2,0,30.2,0.58
6130,Fraxinus angustifolia,18,750.86,60.8,2.3,0.1,100.3,1.13
6131,Fraxinus angustifolia,20,851.21,76.6,2.7,0.1,96.8,1.16
6132,Fraxinus angustifolia,6,102.62,5.8,0.6,0.1,77.5,0.69
6133,Fraxinus angustifolia,15,620.15,39.8,1.8,0.1,54.5,0.71
6134,Fraxinus angustifolia,22,962.11,98.6,3.1,0.6,454.2,3.92
6135,Fraxinus angustifolia,32,1675.08,224.2,4.9,0.5,429.1,4.02
6136,Fraxinus angustifolia,21,905.34,85.3,2.8,0.2,175.1,1.78
6137,Fraxinus excelsior,11,482.82,20.4,1.7,0,9.8,0.35
6138,Fraxinus excelsior,12,513.16,24.7,1.9,0,7.8,0.37
6139,Fraxinus excelsior,10,284.81,16.5,1.5,0,17,0.37
6140,Fraxinus excelsior,13,546.14,30.5,2.2,0,16.5,0.47
6141,Fraxinus excelsior,13,546.14,29.5,2.1,0,10.4,0.42
6142,Fraxinus excelsior,10,284.81,16.5,1.5,0,7.3,0.3
6143,Corylus colurna,16,656.57,102.7,4.3,0,36.3,0.97
6144,Fraxinus angustifolia,13.9,579.28,32,1.6,0,21.5,0.42
6145,Corylus colurna,12,512,55.8,3,0,16.9,0.61
6146,Fraxinus angustifolia,13.9,579.28,32,1.6,0,20,0.41
6147,Fraxinus angustifolia,13.9,579.28,32,1.6,0,26,0.46
6148,Fraxinus angustifolia,6,102.62,4.7,0.6,0,6.4,0.14
6149,Fraxinus angustifolia,13.9,579.28,32,1.6,0,20,0.41
6150,Fraxinus angustifolia,8,182.43,9,0.8,0,7,0.18
6151,Fraxinus angustifolia,9,230.89,12.7,1,0,20.5,0.31
6152,Fraxinus angustifolia,10,285.05,16,1.1,0,27.7,0.39
6153,Fraxinus angustifolia,9,230.89,12.7,1,0,11.9,0.25
6154,Fraxinus excelsior,13,546.14,30.5,2.2,0,19.9,0.5
6155,Fraxinus excelsior,12,513.16,24.7,1.9,0,9.5,0.38
6156,Fraxinus excelsior,10,284.81,16.5,1.5,0,9.4,0.32
6157,Fraxinus excelsior,11,482.82,20.4,1.7,0,9.8,0.35
6158,Fraxinus excelsior,13,546.14,29.5,2.1,0,10.4,0.42
6159,Fraxinus excelsior,10,284.81,17.2,1.6,0,10.2,0.33
6160,Fraxinus excelsior,13,546.14,30.5,2.2,0,10.5,0.43
6161,Fraxinus excelsior,18,750.63,71.3,3.5,0.3,238,2.36
6162,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,118.5,1.31
6163,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,91.2,1.11
6164,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,118.5,1.31
6165,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,118.5,1.31
6166,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,118.5,1.31
6167,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,98.1,1.16
6168,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,111.7,1.26
6169,Ginkgo biloba,55,5337.71,453,4.5,0.7,517.3,4.62
6170,Ginkgo biloba,20,954.88,35.2,1,0,36.6,0.43
6171,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,91.2,1.11
6172,Ginkgo biloba,45,3668.06,272.8,3.3,0.3,237.1,2.32
6173,Ginkgo biloba,47,3975.28,304.5,3.5,0.5,363,3.3
6174,Ginkgo biloba,40,2958.46,202.6,2.8,0.3,247.5,2.31
6175,Ginkgo biloba,40,2958.46,202.6,2.8,0.5,390.3,3.38
6176,Ginkgo biloba,47,3975.28,304.5,3.5,0.5,413.1,3.68
6177,Ginkgo biloba,38,2698,178,2.6,0.1,73.3,0.96
6178,Ginkgo biloba,34,2217.14,134.4,2.2,0.1,47.3,0.7
6179,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,118.5,1.31
6180,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,118.5,1.31
6181,Ginkgo biloba,50,4461.15,356,3.9,0.2,124.1,1.56
6182,Ginkgo biloba,50,4461.15,356,3.9,0.4,335.1,3.15
6183,Ginkgo biloba,60,6297.76,564.3,5.1,0.5,427.1,4.04
6184,Ginkgo biloba,57,5711.71,495.7,4.7,0.5,418.3,3.91
6185,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,104.9,1.21
6186,Ginkgo biloba,38.6,2773.44,185.1,2.6,0.1,104.9,1.21
6187,Gleditsia triacanthos,12,514,19.1,1.5,0,23.4,0.41
6188,Gleditsia triacanthos,11,483.19,15.7,1.3,0,20.7,0.37
6189,Gleditsia triacanthos,18,755.18,48.2,2.5,0.1,66.9,0.91
6190,Gleditsia triacanthos,16,664.07,36.7,2.2,0.1,43.7,0.68
6191,Gleditsia triacanthos,12,514,19.1,1.5,0,19.4,0.38
6192,Gleditsia triacanthos,15,622.53,31.6,2,0,25.4,0.51
6193,Gleditsia triacanthos,10,289.26,12.7,1.2,0,20,0.34
6194,Gleditsia triacanthos,13,547.5,22.8,1.6,0,31.9,0.5
6195,Gleditsia triacanthos,12,514,19.1,1.5,0,20.7,0.39
6196,Gleditsia triacanthos,14,583.68,27,1.8,0,19.6,0.44
6197,Gleditsia triacanthos,50,3670.67,563.4,11.2,0.7,572.3,6.12
6198,Gleditsia triacanthos,10,289.26,12.7,1.2,0,8.2,0.25
6199,Gleditsia triacanthos,18,755.18,48.2,2.5,0,37.7,0.69
6200,Gleditsia triacanthos,15,622.53,31.6,2,0,26.1,0.51
6201,Gleditsia triacanthos,15,622.53,31.6,2,0,16.5,0.44
6202,Gleditsia triacanthos,13,547.5,22.8,1.6,0,16.9,0.39
6203,Gleditsia triacanthos,14,583.68,27,1.8,0,22.6,0.46
6204,Gleditsia triacanthos,11,483.19,15.7,1.3,0,7.6,0.27
6205,Gleditsia triacanthos,18,755.18,48.2,2.5,0,32.6,0.65
6206,Gleditsia triacanthos,16,664.07,36.7,2.2,0,35.4,0.61
6207,Gleditsia triacanthos,40,2464.81,325.7,8,0.4,355,3.97
6208,Gleditsia triacanthos,12,514,19.1,1.5,0,25.7,0.43
6209,Gleditsia triacanthos,9,234.3,10.1,1,0,9.2,0.23
6210,Gleditsia triacanthos,29,1447.87,149.3,5,0.4,294.3,3.03
6211,Gleditsia triacanthos,8,185.13,7.8,0.9,0,11.4,0.23
6212,Gleditsia triacanthos,8,185.13,7.8,0.9,0,8.6,0.2
6213,Gleditsia triacanthos,14,583.68,27,1.8,0,31.2,0.52
6214,Gleditsia triacanthos,40,2464.81,325.7,8,0.4,355,3.97
6215,Gleditsia triacanthos,40,2464.81,325.7,8,0.4,308.9,3.62
6216,Gleditsia triacanthos,10,289.26,12.7,1.2,0,11.3,0.27
6217,Gleditsia triacanthos,40,2464.81,325.7,8,0.3,239.1,3.1
6218,Gleditsia triacanthos,50,3670.67,563.4,11.2,0.6,442.1,5.14
6219,Ilex,12.6,531.38,46.6,2.5,0,6.7,0.46
6220,Ilex,40,2391.39,648.1,4.9,0.1,115.7,1.67
6221,Ilex,20,842.45,140.2,4.6,0.2,182.8,2.11
6222,Ilex,35,1907.35,479.7,6.9,0.1,105.4,1.9
6223,Ilex,30,1487.84,328.9,7.5,0.1,115.7,2.08
6224,Ilex,30,1487.84,348,7.9,0.1,100.1,2.02
6225,Juglans regia,41.6,2270.76,364.1,8.7,0.3,276.2,3.47
6226,Koelreuteria paniculata,30,1487.84,314.8,5.5,0.4,306.2,3.19
6227,Koelreuteria paniculata,30.3,1511.97,311.8,5.4,0.2,145.4,1.97
6228,Koelreuteria paniculata,50,3553.1,1084.1,11.6,0.6,508,5.69
6229,Laburnum anagyroides,28.2,1354.8,233.3,8,0.1,56.7,1.72
6230,Lagerstroemia indica,4.9,67.73,3.7,0.6,0,1.8,0.11
6231,Larix decidua,26,1259.58,111.5,3,0.1,67.3,0.99
6232,Larix decidua,27,1336.27,126.3,3.3,0.3,230.4,2.26
6233,Larix decidua,27,1336.27,124.6,3.2,0.1,87.7,1.18
6234,Laurus nobilis,26.7,1244.25,498.1,9.7,0.1,84.6,2.19
6235,Ligustrum lucidum,26.6,1236.7,175.2,4.6,0.1,60.2,1.2
6236,Ligustrum lucidum,26.6,1236.7,175.2,4.6,0.1,60.2,1.2
6237,Ligustrum lucidum,26.6,1236.7,175.6,4.6,0.1,72.8,1.29
6238,Ligustrum lucidum,38.2,2209.7,407.7,7.5,0.2,137.8,2.24
6241,Ligustrum lucidum,28,1338.11,219.3,5.1,0.5,411.9,3.93
6242,Ligustrum lucidum,26.4,1227.12,193,4.8,0.3,256.4,2.71
6244,Liquidambar styraciflua,16,686.11,28.8,1.8,0.2,130.7,1.27
6245,Liquidambar styraciflua,21.1,963.8,56.2,2.7,0.1,41,0.74
6246,Liquidambar styraciflua,21.1,963.8,56.2,2.7,0,34,0.68
6247,Liquidambar styraciflua,21.1,963.8,56.2,2.7,0.1,41,0.74
6248,Liquidambar styraciflua,38,2449.26,240.3,6.3,0.6,460.9,4.49
6249,Liquidambar styraciflua,45,3311.54,365,8.1,0.6,452.7,4.71
6250,Liquidambar styraciflua,50,4016.51,473.6,9.4,0.7,571.8,5.83
6252,Liriodendron tulipifera,14,602.8,32.4,2.3,0,36.6,0.64
6253,Liriodendron tulipifera,16,694.57,44.5,2.7,0,21.9,0.61
6254,Liriodendron tulipifera,16,694.57,44.5,2.7,0,24.7,0.63
6255,Liriodendron tulipifera,16,694.57,44.5,2.7,0,24.7,0.63
6256,Liriodendron tulipifera,16,694.57,44.5,2.7,0,24.7,0.63
6257,Liriodendron tulipifera,44,3292.79,516.2,11.5,0.9,676.1,6.94
6258,Liriodendron tulipifera,16,694.57,44.5,2.7,0,23.3,0.62
6259,Liriodendron tulipifera,33.4,2026.48,264.9,7.8,0.1,104.4,2.04
6260,Liriodendron tulipifera,30.6,1743.59,213.2,6.8,0.1,101.2,1.86
6261,Liriodendron tulipifera,8,213.61,8.4,1.1,0,15.6,0.29
6262,Liriodendron tulipifera,21,981.56,86,4,0.1,83.9,1.28
6263,Liriodendron tulipifera,6,120.16,4.1,0.7,0,7,0.17
6264,Liriodendron tulipifera,21,981.56,86,4,0.3,234,2.41
6265,Liriodendron tulipifera,11,486.85,18.1,1.6,0,31.7,0.5
6266,Liriodendron tulipifera,6,120.16,4.1,0.7,0,11.7,0.2
6267,Liriodendron tulipifera,20,918.18,76.5,3.8,0.6,446.8,3.97
6268,Magnolia grandiflora,15.4,652.18,45.7,2.2,0,14.2,0.46
6269,Magnolia,14.5,615.83,48.6,2.5,0,16.9,0.53
6270,Magnolia,14.5,615.83,48.6,2.5,0,17.9,0.54
6271,Magnolia,14.5,615.83,48.6,2.5,0,16.9,0.53
6272,Pinus coulteri,55,3953.87,1195.2,10.9,0.4,353,4.42
6273,Malus,14,579.13,43.4,2.4,0,24.1,0.56
6274,Malus,14,579.13,43.4,2.4,0,18.6,0.52
6275,Morus alba,55,4230.77,692,9.4,1.3,1014,9.15
6276,Morus nigra,18,744.35,44,2.4,0,38.2,0.68
6277,Morus nigra,18.6,772.21,47.6,2.5,0.1,72.3,0.95
6278,Morus nigra,21,895.37,63.9,3,0.2,131.7,1.47
6279,Morus nigra,21,895.37,63.9,3,0.2,161.2,1.7
6280,Morus nigra,18.6,772.21,47.6,2.5,0.1,76.7,0.98
6281,Morus nigra,18.6,772.21,47.6,2.5,0.1,63.4,0.88
6282,Morus nigra,20,842.45,56.8,2.8,0.1,80.1,1.05
6283,Morus nigra,21,895.37,63.9,3,0.1,62.7,0.95
6284,Morus nigra,32,1647.9,176.8,4.9,0.4,346,3.4
6285,Morus nigra,33,1731.8,190.4,4.8,0.3,269.3,2.8
6286,Morus nigra,18.6,772.21,47.6,2.5,0.1,76.7,0.98
6287,Morus nigra,30,1487.84,151.2,4.9,0.4,344.5,3.39
6288,Morus nigra,18.6,772.21,47.6,2.5,0.1,76.7,0.98
6289,Morus nigra,32,1647.9,176.8,4.9,0.6,500.7,4.57
6290,Morus nigra,24,1069.62,88.2,3.6,0.3,258.7,2.53
6291,Morus nigra,18,744.35,44,2.4,0.1,59.4,0.83
6292,Morus nigra,32,1647.9,176.8,4.9,0.6,443.2,4.13
6293,Morus nigra,32,1647.9,176.8,4.9,0.4,291.7,2.99
6294,Morus nigra,18.6,772.21,47.6,2.5,0.1,63.4,0.88
6295,Morus nigra,31,1566.58,163.7,5,0.4,322.4,3.24
6296,Morus nigra,34,1818.28,204.7,4.7,0.6,511.6,4.61
6297,Morus nigra,22,950.87,71.5,3.2,0.2,133.9,1.52
6298,Morus nigra,31,1566.58,163.7,5,0.5,409.8,3.89
6299,Morus nigra,21,895.37,63.9,3,0.2,141.5,1.55
6300,Morus nigra,34,1818.28,204.7,4.7,0.4,353.4,3.41
6301,Morus nigra,28,1338.11,128,4.5,0.3,273.1,2.78
6302,Morus nigra,34,1818.28,204.7,4.7,0.7,572.6,5.07
6303,Morus nigra,20,842.45,56.8,2.8,0.2,168.1,1.72
6304,Morus nigra,18,744.35,44,2.4,0.1,49.7,0.76
6305,Morus nigra,23,1008.96,79.6,3.4,0.2,136,1.57
6308,Morus nigra,30,1487.84,151.2,4.9,0.5,406.9,3.86
6309,Morus nigra,18.6,772.21,47.6,2.5,0.1,63.4,0.88
6310,Morus nigra,18.6,772.21,47.6,2.5,0.1,76.7,0.98
6311,Morus nigra,17,699.17,38.3,2.2,0,38.2,0.65
6312,Morus nigra,28,1338.11,128,4.5,0.2,189.3,2.15
6313,Morus nigra,30,1487.84,151.2,4.9,0.4,279.9,2.9
6314,Morus nigra,18.6,772.21,47.6,2.5,0.1,76.7,0.98
6315,Morus nigra,20,842.45,56.8,2.8,0.2,139.1,1.5
6316,Morus nigra,28,1338.11,128,4.5,0.4,330,3.21
6317,Morus nigra,30,1487.84,151.2,4.9,0.4,279.9,2.9
6318,Morus,25,1132.87,97.4,2.9,0.1,95.1,1.19
6319,Morus,32,1647.9,176.8,3.8,0.1,103.7,1.39
6320,Morus,19.3,804.45,51.8,2,0.1,62.8,0.8
6321,Olea europaea,22,950.87,127.8,2.9,0,37.4,0.75
6322,Olea europaea,22,950.87,127.9,2.9,0.1,39.9,0.76
6323,Olea europaea,22,950.87,127.8,2.9,0,35,0.73
6324,Olea europaea,22,950.87,127.8,2.9,0,37.4,0.75
6325,Olea europaea,22,950.87,128,2.9,0.1,42.3,0.78
6326,Olea europaea,22,950.87,127.8,2.9,0,35,0.73
6327,Olea europaea,22,950.87,127.7,2.9,0,32.6,0.71
6328,Olea europaea,22,950.87,127.8,2.9,0,37.4,0.75
6329,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6330,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6331,Ostrya carpinifolia,22,950.87,153.4,5.3,0.2,196.1,2.32
6332,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6333,Ostrya carpinifolia,45,2939.98,871.4,14.5,1.1,912.2,9.21
6334,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6335,Ostrya carpinifolia,22,950.87,153.4,5.3,0.2,196.1,2.32
6336,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6337,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6338,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6339,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6340,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6341,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6342,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6343,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6344,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6345,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6346,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6347,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6348,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6349,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6350,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6351,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6352,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6353,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6354,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6355,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6356,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6357,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6358,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6359,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,36.2,1.14
6360,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6361,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6362,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,36.2,1.14
6363,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,31.8,1.11
6364,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6365,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6366,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6367,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6368,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6369,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6370,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6371,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6372,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,31.8,1.11
6373,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,36.2,1.14
6374,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6375,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6376,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6377,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6378,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,36.2,1.14
6379,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6380,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6381,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6382,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,31.8,1.11
6383,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,36.2,1.14
6384,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,31.8,1.11
6385,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6386,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6387,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6388,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6389,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6390,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6391,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6392,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6393,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6394,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,29.6,1.09
6395,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,34,1.13
6396,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,36.2,1.14
6397,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,31.8,1.11
6398,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,36.2,1.14
6399,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6400,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6401,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,31.8,1.11
6402,Ostrya carpinifolia,22.4,975.53,160.8,5.4,0,38.4,1.16
6403,Paulownia tomentosa,56.7,3086.26,366.4,6,0.4,285.9,3.11
6404,Paulownia tomentosa,56.7,3086.26,366.4,6,0.3,236.6,2.74
6405,Paulownia tomentosa,56.7,3086.26,366.4,6,0.3,269.5,2.99
6406,Paulownia tomentosa,56.7,3086.26,366.4,6,0.3,269.5,2.99
6407,Paulownia tomentosa,56.7,3086.26,366.4,6,0.4,285.9,3.11
6408,Paulownia tomentosa,56.7,3086.26,366.4,6,0.3,253.1,2.86
6409,Paulownia tomentosa,56.7,3086.26,366.4,6,0.4,285.9,3.11
6410,Paulownia tomentosa,56.7,3086.26,366.4,6,0.4,285.9,3.11
6411,Paulownia tomentosa,84.4,6237.78,899.5,9.9,0.2,177.6,2.93
6412,Paulownia tomentosa,57.3,3146.94,384.8,6.1,0.2,152.9,2.14
6414,Picea abies,35,1981.48,311.5,4.2,0.1,89.5,1.34
6415,Picea abies,5,71.99,13.4,0.3,0.1,109.6,0.88
6416,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6417,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6418,Picea abies,35,1981.48,311.9,4.2,0.1,96.1,1.4
6419,Picea abies,18,736.94,74.9,1.9,0.1,59.5,0.75
6420,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6421,Picea abies,35,1981.48,311.5,4.2,0.1,89.5,1.34
6422,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6423,Picea abies,28,1374.81,207.8,3.2,0.4,347.5,3.13
6424,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6425,Picea abies,35,1981.48,312.3,4.2,0.1,102.8,1.45
6426,Picea abies,35,1981.48,312.7,4.2,0.1,109.5,1.5
6427,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6428,Picea abies,35,1981.48,311.9,4.2,0.1,96.1,1.4
6429,Picea abies,35,1981.48,311.5,4.2,0.1,89.5,1.34
6430,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6431,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6432,Picea abies,35,1981.48,312.7,4.2,0.1,109.5,1.5
6433,Picea abies,35,1981.48,313.1,4.2,0.1,116.2,1.55
6434,Picea abies,35,1981.48,312.7,4.2,0.1,109.5,1.5
6435,Picea abies,35,1981.48,311.5,4.2,0.1,89.5,1.34
6436,Picea abies,35,1981.48,311.5,4.2,0.1,89.5,1.34
6437,Picea pungens,8,202.99,13.6,0.6,0.1,47.4,0.45
6438,Picea,25,1217.24,367.7,9.7,0.3,244.5,3.4
6439,Picea obovata,15,612.98,116.2,3.6,0,20.4,0.74
6440,Picea obovata,15,612.98,116.8,3.6,0,30.6,0.81
6442,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6443,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6444,Pinus nigra,34.6,1882.69,178.9,3.7,0.1,95.7,1.31
6445,Pinus nigra,34.6,1882.69,179.4,3.7,0.1,109,1.41
6446,Pinus nigra,34.6,1882.69,179.2,3.7,0.1,102.3,1.36
6447,Pinus nigra,34.6,1882.69,179.2,3.7,0.1,102.3,1.36
6448,Pinus nigra,34.6,1882.69,178.7,3.7,0.1,89,1.26
6449,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6450,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6451,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6452,Pinus nigra,34.6,1882.69,178.7,3.7,0.1,89,1.26
6453,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6454,Pinus nigra,34.6,1882.69,178.9,3.7,0.1,95.7,1.31
6455,Pinus nigra,30,1487.62,140,3.2,0.2,156.1,1.69
6456,Pinus nigra,20,824.44,48.2,1.7,0,25.5,0.47
6457,Pinus nigra,28,1333.76,110.3,2.8,0.1,91,1.13
6458,Pinus nigra,47.8,3318.11,394.3,5.8,0.5,367.5,3.7
6459,Pinus nigra,38.2,2229.39,232.6,4.3,0.2,165,1.93
6460,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6461,Pinus nigra,30,1487.62,140,3.2,0.2,156.1,1.69
6462,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6463,Pinus nigra,34.6,1882.69,179.6,3.7,0.1,115.6,1.46
6465,Pinus nigra,30,1487.62,139.6,3.2,0.2,146,1.62
6466,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
6467,Pinus nigra,30,1487.62,140,3.2,0.2,156.1,1.69
6468,Pinus nigra,30,1487.62,139.6,3.2,0.2,146,1.62
6469,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
6470,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
6471,Pinus nigra,30,1487.62,139.6,3.2,0.2,146,1.62
6472,Pinus nigra,30,1487.62,140,3.2,0.2,156.1,1.69
6473,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
6474,Pinus nigra,30,1487.62,139.3,3.2,0.2,135.8,1.54
6475,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
6476,Pinus nigra,30,1487.62,139.6,3.2,0.2,146,1.62
6477,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
6478,Pinus nigra,30,1487.62,140,3.2,0.2,156.1,1.69
6479,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
6480,Pinus nigra,30,1487.62,140.6,3.2,0.2,176.4,1.85
