Tree ID,Species Name,DBH,Replacement Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits"
,,(cm),(€),(kg),(€),(kg/yr),(€/yr),(m³/yr),(€/yr),(kg/yr),(€/yr),(g/yr),(€/yr),(€/yr),(€/yr)
10538,Acer campestre,9.00,263.14,15.40,2.48,0.80,0.14,0.00,0.02,N/A,N/A,6.80,0.03,N/A,0.19
10539,Acer platanoides,13.00,547.50,35.00,5.62,2.50,0.40,0.00,0.04,N/A,N/A,15.20,0.08,N/A,0.52
10540,Acer platanoides,12.00,514.00,29.90,4.80,2.30,0.37,0.00,0.05,N/A,N/A,21.60,0.11,N/A,0.53
10541,Acer platanoides,12.00,514.00,30.50,4.90,2.30,0.38,0.00,0.04,N/A,N/A,16.90,0.09,N/A,0.50
10542,Acer platanoides,12.00,514.00,30.50,4.90,2.30,0.38,0.00,0.03,N/A,N/A,13.80,0.07,N/A,0.48
10543,Acer platanoides,7.00,141.74,8.80,1.42,1.20,0.19,0.00,0.01,N/A,N/A,4.60,0.02,N/A,0.22
10544,Acer platanoides,8.00,185.13,12.20,1.96,1.40,0.23,0.00,0.01,N/A,N/A,6.10,0.03,N/A,0.27
10545,Acer platanoides,15.00,622.53,50.80,8.17,3.10,0.50,0.10,0.11,N/A,N/A,44.10,0.23,N/A,0.84
10546,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.25,N/A,N/A,105.20,0.54,N/A,1.27
10547,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.22,N/A,N/A,89.80,0.46,N/A,1.15
10548,Acer platanoides,19.00,804.75,96.90,15.56,4.60,0.74,0.30,0.56,N/A,N/A,235.20,1.21,N/A,2.51
10550,Ulmus minor,95.00,10497.52,6695.20,1075.69,48.60,7.80,1.10,2.18,N/A,N/A,908.10,4.67,N/A,14.65
10551,Platanus x hispanica,160.00,21772.64,7500.00,1205.00,0.30,0.04,3.30,6.25,N/A,N/A,2609.20,13.42,N/A,19.71
10552,Platanus x hispanica,6.00,104.13,6.00,0.96,0.80,0.12,0.00,0.01,N/A,N/A,4.20,0.02,N/A,0.15
10553,Platanus x hispanica,110.00,14473.60,7083.70,1138.11,30.10,4.83,1.20,2.25,N/A,N/A,938.00,4.82,N/A,11.90
10554,Platanus x hispanica,10.00,289.26,20.20,3.24,1.50,0.24,0.10,0.17,N/A,N/A,72.60,0.37,N/A,0.79
10555,Platanus x hispanica,38.00,2255.80,522.40,83.94,10.50,1.69,0.60,1.19,N/A,N/A,498.20,2.56,N/A,5.45
10556,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.20,0.45,N/A,N/A,189.40,0.97,N/A,1.90
10557,Platanus x hispanica,150.00,20541.42,7500.00,1205.00,0.30,0.04,3.60,6.81,N/A,N/A,2840.20,14.60,N/A,21.45
10558,Liriodendron tulipifera,18.00,800.68,59.30,9.53,3.20,0.52,0.10,0.14,N/A,N/A,56.90,0.29,N/A,0.95
10559,Liriodendron tulipifera,16.00,695.56,44.70,7.18,2.70,0.44,0.00,0.09,N/A,N/A,38.40,0.20,N/A,0.73
10560,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.09,N/A,N/A,37.60,0.19,N/A,0.69
10561,Liriodendron tulipifera,16.00,695.56,44.70,7.18,2.70,0.44,0.00,0.09,N/A,N/A,36.20,0.19,N/A,0.71
10562,Liriodendron tulipifera,16.00,695.56,44.70,7.18,2.70,0.44,0.00,0.09,N/A,N/A,38.40,0.20,N/A,0.73
10563,Liriodendron tulipifera,12.00,522.41,22.40,3.59,1.80,0.30,0.00,0.07,N/A,N/A,28.90,0.15,N/A,0.51
10564,Cercis siliquastrum,13.00,544.27,22.80,3.67,1.60,0.26,0.00,0.09,N/A,N/A,39.20,0.20,N/A,0.56
10565,Liquidambar styraciflua,10.00,320.41,9.30,1.49,0.90,0.15,0.00,0.02,N/A,N/A,8.70,0.04,N/A,0.21
10566,Liriodendron tulipifera,17.00,746.58,51.70,8.30,3.00,0.48,0.10,0.13,N/A,N/A,55.80,0.29,N/A,0.90
10568,Liquidambar styraciflua,11.00,485.75,11.70,1.88,1.00,0.17,0.00,0.02,N/A,N/A,10.20,0.05,N/A,0.25
10569,Liquidambar styraciflua,9.00,259.53,7.20,1.16,0.80,0.13,0.00,0.01,N/A,N/A,6.00,0.03,N/A,0.17
10570,Liquidambar styraciflua,8.00,205.06,5.50,0.88,0.70,0.11,0.00,0.02,N/A,N/A,7.20,0.04,N/A,0.16
10571,Robinia pseudoacacia,36.00,1467.42,281.40,45.20,7.70,1.24,0.30,0.54,N/A,N/A,225.40,1.16,N/A,2.93
10572,Liquidambar styraciflua,9.00,259.53,7.20,1.16,0.80,0.13,0.00,0.04,N/A,N/A,16.30,0.08,N/A,0.25
10573,Liquidambar styraciflua,9.00,259.53,7.20,1.16,0.80,0.13,0.00,0.02,N/A,N/A,6.70,0.03,N/A,0.18
10574,Ilex,6.00,100.32,9.20,1.48,1.00,0.17,0.00,0.01,N/A,N/A,3.60,0.02,N/A,0.19
10575,Ilex,6.00,100.32,9.20,1.48,1.00,0.17,0.00,0.01,N/A,N/A,3.60,0.02,N/A,0.19
10576,Corylus colurna,18.00,744.35,132.50,21.29,5.00,0.80,0.10,0.15,N/A,N/A,61.10,0.31,N/A,1.26
10577,Liquidambar styraciflua,14.00,597.06,20.90,3.35,1.50,0.24,0.00,0.06,N/A,N/A,26.60,0.14,N/A,0.44
10578,Liquidambar styraciflua,21.00,960.68,55.90,8.97,2.60,0.43,0.00,0.09,N/A,N/A,38.30,0.20,N/A,0.71
10579,Liquidambar styraciflua,19.00,841.94,43.70,7.03,2.30,0.37,0.00,0.08,N/A,N/A,34.60,0.18,N/A,0.63
10580,Liquidambar styraciflua,16.00,686.11,28.80,4.63,1.80,0.29,0.00,0.09,N/A,N/A,39.40,0.20,N/A,0.58
10581,Liquidambar styraciflua,19.00,841.94,43.70,7.03,2.30,0.37,0.00,0.06,N/A,N/A,26.90,0.14,N/A,0.57
10582,Liquidambar styraciflua,17.00,735.09,33.40,5.36,1.90,0.31,0.10,0.10,N/A,N/A,40.20,0.21,N/A,0.62
10583,Liquidambar styraciflua,17.00,735.09,33.40,5.36,1.90,0.31,0.00,0.08,N/A,N/A,31.50,0.16,N/A,0.55
10586,Aesculus hippocastanum,15.00,609.98,45.30,7.28,2.30,0.36,0.00,0.04,N/A,N/A,17.10,0.09,N/A,0.49
10588,Aesculus hippocastanum,70.00,6391.92,2010.40,323.00,22.20,3.57,0.40,0.74,N/A,N/A,309.70,1.59,N/A,5.90
10589,Aesculus hippocastanum,18.00,732.42,71.10,11.43,3.00,0.48,0.00,0.06,N/A,N/A,25.30,0.13,N/A,0.67
10590,Aesculus hippocastanum,8.00,170.89,9.70,1.57,0.90,0.15,0.00,0.02,N/A,N/A,6.80,0.03,N/A,0.20
10591,Aesculus hippocastanum,8.00,170.89,9.70,1.57,0.90,0.15,0.00,0.02,N/A,N/A,8.80,0.05,N/A,0.21
10592,Aesculus hippocastanum,6.00,96.12,4.70,0.76,0.60,0.10,0.00,0.00,N/A,N/A,2.10,0.01,N/A,0.11
10593,Aesculus hippocastanum,60.00,4784.10,1367.20,219.66,17.60,2.83,0.20,0.39,N/A,N/A,162.90,0.84,N/A,4.06
10594,Platanus x hispanica,40.00,2464.81,593.00,95.28,11.30,1.82,0.20,0.41,N/A,N/A,169.00,0.87,N/A,3.10
10595,Platanus x hispanica,80.00,8722.60,3277.60,526.60,31.00,4.98,0.60,1.18,N/A,N/A,492.40,2.53,N/A,8.69
10596,Platanus x hispanica,90.00,10753.90,4369.90,702.09,36.50,5.86,1.30,2.46,N/A,N/A,1027.30,5.28,N/A,13.60
10597,Platanus x hispanica,100.00,12670.90,5640.10,906.18,34.90,5.61,1.30,2.56,N/A,N/A,1066.20,5.48,N/A,13.65
10598,Platanus x hispanica,70.00,6886.29,2361.40,379.41,25.60,4.12,1.10,2.05,N/A,N/A,853.70,4.39,N/A,10.55
10599,Platanus x hispanica,28.00,1371.50,245.90,39.51,6.70,1.08,0.10,0.28,N/A,N/A,118.50,0.61,N/A,1.97
10600,Platanus x hispanica,80.00,8722.60,3277.60,526.60,31.00,4.98,0.80,1.61,N/A,N/A,672.40,3.46,N/A,10.05
10601,Platanus x hispanica,55.00,4374.09,1303.00,209.35,18.10,2.91,0.70,1.36,N/A,N/A,566.10,2.91,N/A,7.17
10602,Platanus x hispanica,65.00,5981.90,1967.60,316.13,23.00,3.70,0.80,1.59,N/A,N/A,662.40,3.41,N/A,8.70
10603,Platanus x hispanica,65.00,5981.90,1967.60,316.13,23.00,3.70,0.90,1.72,N/A,N/A,719.20,3.70,N/A,9.12
10604,Platanus x hispanica,80.00,8722.60,3277.60,526.60,31.00,4.98,1.40,2.71,N/A,N/A,1132.60,5.82,N/A,13.52
10605,Platanus x hispanica,115.00,15332.09,7500.00,1205.00,6.70,1.07,1.60,3.09,N/A,N/A,1287.40,6.62,N/A,10.78
10606,Quercus robur,19.00,879.14,114.20,18.35,4.80,0.77,0.20,0.38,N/A,N/A,157.00,0.81,N/A,1.95
10607,Liquidambar styraciflua,13.00,556.99,17.40,2.80,1.30,0.21,0.00,0.04,N/A,N/A,14.80,0.08,N/A,0.32
10608,Liquidambar styraciflua,21.00,960.68,55.90,8.97,2.60,0.43,0.10,0.14,N/A,N/A,57.10,0.29,N/A,0.86
10609,Quercus,35.00,2378.59,469.50,75.43,8.20,1.33,0.30,0.54,N/A,N/A,226.00,1.16,N/A,3.03
10610,Quercus,22.00,1110.83,187.10,30.07,5.20,0.84,0.10,0.23,N/A,N/A,94.80,0.49,N/A,1.55
10611,Liquidambar styraciflua,10.00,320.41,9.30,1.49,0.90,0.15,0.00,0.02,N/A,N/A,9.80,0.05,N/A,0.22
10612,Liquidambar styraciflua,10.00,320.41,9.30,1.49,0.90,0.15,0.00,0.02,N/A,N/A,9.80,0.05,N/A,0.22
10613,Liquidambar styraciflua,11.00,485.75,11.70,1.88,1.00,0.17,0.00,0.03,N/A,N/A,13.20,0.07,N/A,0.27
10615,Clerodendrum trichotomum,6.00,100.32,10.90,1.75,1.60,0.26,0.00,0.01,N/A,N/A,3.60,0.02,N/A,0.29
10616,Clerodendrum trichotomum,6.00,100.32,10.90,1.75,1.60,0.26,0.00,0.01,N/A,N/A,3.00,0.02,N/A,0.28
10617,Clerodendrum trichotomum,6.00,100.32,10.90,1.75,1.60,0.26,0.00,0.01,N/A,N/A,3.60,0.02,N/A,0.29
10618,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.01,N/A,N/A,3.20,0.02,N/A,0.34
10619,Acer campestre,7.00,159.18,9.30,1.50,0.60,0.10,0.00,0.01,N/A,N/A,5.40,0.03,N/A,0.15
10620,Acer campestre,8.00,207.91,12.50,2.01,0.80,0.12,0.00,0.02,N/A,N/A,7.70,0.04,N/A,0.18
10621,Acer campestre,8.00,207.91,12.50,2.01,0.80,0.12,0.00,0.02,N/A,N/A,7.30,0.04,N/A,0.18
10622,Acer campestre,10.00,324.86,20.40,3.28,1.00,0.16,0.00,0.04,N/A,N/A,15.00,0.08,N/A,0.27
10623,Acer campestre,10.00,324.86,20.40,3.28,1.00,0.16,0.00,0.03,N/A,N/A,11.60,0.06,N/A,0.25
10624,Acer campestre,9.00,263.14,16.20,2.60,0.90,0.14,0.00,0.03,N/A,N/A,12.80,0.07,N/A,0.24
10625,Acer negundo,27.00,885.04,161.40,25.94,5.50,0.89,0.20,0.40,N/A,N/A,165.00,0.85,N/A,2.13
10626,Acer negundo,16.00,563.29,51.10,8.22,2.90,0.46,0.10,0.18,N/A,N/A,77.20,0.40,N/A,1.05
10627,Acer campestre,11.00,486.12,25.20,4.04,1.10,0.18,0.00,0.04,N/A,N/A,15.50,0.08,N/A,0.30
10628,Acer negundo,16.00,563.29,47.40,7.61,2.70,0.44,0.10,0.11,N/A,N/A,46.90,0.24,N/A,0.79
10629,Acer campestre,11.00,486.12,25.20,4.04,1.10,0.18,0.00,0.05,N/A,N/A,20.50,0.11,N/A,0.33
10630,Acer campestre,8.00,207.91,11.90,1.91,0.70,0.12,0.00,0.01,N/A,N/A,3.70,0.02,N/A,0.15
10631,Acer negundo,18.00,609.55,64.30,10.33,3.30,0.53,0.10,0.17,N/A,N/A,70.30,0.36,N/A,1.06
10632,Acer negundo,22.00,718.39,102.70,16.49,4.30,0.69,0.30,0.48,N/A,N/A,199.30,1.02,N/A,2.19
10633,Acer campestre,13.00,558.35,37.80,6.07,1.40,0.23,0.00,0.06,N/A,N/A,26.60,0.14,N/A,0.43
10634,Acer campestre,10.00,324.86,20.40,3.28,1.00,0.16,0.00,0.06,N/A,N/A,25.80,0.13,N/A,0.35
10635,Acer campestre,15.00,642.61,50.00,8.03,1.60,0.26,0.00,0.05,N/A,N/A,22.90,0.12,N/A,0.44
10636,Acer campestre,16.00,689.26,57.70,9.27,1.80,0.29,0.00,0.07,N/A,N/A,28.70,0.15,N/A,0.50
10637,Acer campestre,16.00,689.26,57.70,9.27,1.80,0.29,0.00,0.07,N/A,N/A,30.40,0.16,N/A,0.52
10638,Acer campestre,14.00,598.97,42.90,6.89,1.50,0.24,0.00,0.06,N/A,N/A,25.70,0.13,N/A,0.44
10639,Acer campestre,11.00,486.12,25.20,4.04,1.10,0.18,0.00,0.06,N/A,N/A,25.10,0.13,N/A,0.37
10640,Acer campestre,8.00,207.91,11.90,1.91,0.70,0.12,0.00,0.02,N/A,N/A,7.30,0.04,N/A,0.17
10641,Acer campestre,10.00,324.86,20.00,3.21,1.00,0.16,0.00,0.02,N/A,N/A,9.00,0.05,N/A,0.23
10642,Acer campestre,12.00,520.73,29.90,4.80,1.20,0.20,0.00,0.02,N/A,N/A,8.90,0.05,N/A,0.26
10643,Acer campestre,11.00,486.12,24.10,3.87,1.10,0.17,0.00,0.01,N/A,N/A,4.80,0.02,N/A,0.21
10644,Acer campestre,22.00,1032.34,124.00,19.92,2.80,0.44,0.10,0.15,N/A,N/A,62.10,0.32,N/A,0.91
10645,Acer campestre,11.00,486.12,24.60,3.96,1.10,0.18,0.00,0.02,N/A,N/A,7.80,0.04,N/A,0.24
10646,Acer campestre,8.00,207.91,12.20,1.96,0.70,0.12,0.00,0.01,N/A,N/A,5.70,0.03,N/A,0.16
10647,Acer campestre,14.00,598.97,42.90,6.89,1.50,0.24,0.00,0.03,N/A,N/A,13.00,0.07,N/A,0.34
10648,Acer campestre,12.00,520.73,29.90,4.80,1.20,0.20,0.00,0.02,N/A,N/A,6.60,0.03,N/A,0.25
10649,Acer campestre,16.00,689.26,61.50,9.88,1.90,0.30,0.10,0.21,N/A,N/A,85.70,0.44,N/A,0.94
10650,Acer campestre,7.00,159.18,9.10,1.46,0.60,0.10,0.00,0.01,N/A,N/A,4.00,0.02,N/A,0.13
10651,Acer campestre,26.00,1321.25,191.90,30.83,3.60,0.58,0.40,0.73,N/A,N/A,304.90,1.57,N/A,2.87
10652,Acer campestre,14.00,598.97,42.90,6.89,1.50,0.24,0.00,0.03,N/A,N/A,10.50,0.05,N/A,0.32
10654,Morus alba,29.00,1411.68,147.40,23.68,3.80,0.61,0.40,0.83,N/A,N/A,346.70,1.78,N/A,3.23
10655,Morus alba,27.00,1267.12,124.00,19.93,3.40,0.55,0.40,0.73,N/A,N/A,304.80,1.57,N/A,2.85
10656,Celtis australis,50.00,3720.08,137.70,22.13,1.90,0.30,0.50,0.91,N/A,N/A,378.90,1.95,N/A,3.16
10657,Celtis australis,29.00,1463.08,54.20,8.70,1.30,0.21,0.50,0.94,N/A,N/A,391.10,2.01,N/A,3.16
10658,Cercis siliquastrum,19.00,792.11,54.70,8.79,2.70,0.44,0.10,0.19,N/A,N/A,79.40,0.41,N/A,1.04
10659,Celtis australis,28.00,1385.54,51.00,8.20,1.30,0.20,0.70,1.25,N/A,N/A,521.50,2.68,N/A,4.13
10660,Quercus robur,19.00,879.14,114.20,18.35,4.80,0.77,0.10,0.26,N/A,N/A,109.60,0.56,N/A,1.59
10661,Quercus robur,14.00,610.45,63.00,10.13,3.50,0.57,0.00,0.06,N/A,N/A,24.00,0.12,N/A,0.75
10662,Quercus robur,14.00,610.45,63.00,10.13,3.50,0.57,0.00,0.05,N/A,N/A,20.50,0.11,N/A,0.72
10663,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.00,0.01,N/A,N/A,4.50,0.02,N/A,0.18
10664,Quercus robur,14.00,610.45,63.00,10.13,3.50,0.57,0.00,0.03,N/A,N/A,13.70,0.07,N/A,0.67
10665,Quercus robur,16.00,708.15,81.60,13.12,4.00,0.65,0.00,0.09,N/A,N/A,36.80,0.19,N/A,0.93
10666,Magnolia x soulangeana,9.00,257.73,15.50,2.49,1.30,0.21,0.10,0.16,N/A,N/A,65.10,0.33,N/A,0.70
10667,Magnolia x soulangeana,10.00,318.19,20.00,3.21,1.50,0.24,0.10,0.21,N/A,N/A,88.10,0.45,N/A,0.91
10668,Magnolia x soulangeana,10.00,318.19,20.00,3.21,1.50,0.24,0.10,0.16,N/A,N/A,67.60,0.35,N/A,0.75
10669,Magnolia x soulangeana,8.00,203.64,11.60,1.87,1.10,0.18,0.10,0.13,N/A,N/A,55.30,0.28,N/A,0.60
10670,Tilia cordata,8.00,230.70,8.90,1.42,0.80,0.13,0.00,0.01,N/A,N/A,3.80,0.02,N/A,0.16
10671,Tilia cordata,6.00,129.77,4.50,0.72,0.60,0.09,0.00,0.01,N/A,N/A,4.30,0.02,N/A,0.12
10672,Tilia cordata,7.00,176.63,6.50,1.04,0.70,0.11,0.00,0.01,N/A,N/A,4.50,0.02,N/A,0.15
10673,Tilia cordata,7.00,176.63,6.50,1.04,0.70,0.11,0.00,0.02,N/A,N/A,7.60,0.04,N/A,0.17
10674,Tilia cordata,9.00,291.98,11.70,1.88,1.00,0.16,0.00,0.03,N/A,N/A,14.50,0.07,N/A,0.26
10675,Tilia cordata,9.00,291.98,11.70,1.88,1.00,0.16,0.00,0.03,N/A,N/A,12.00,0.06,N/A,0.25
10676,Tilia cordata,9.00,291.98,11.70,1.88,1.00,0.16,0.00,0.03,N/A,N/A,10.80,0.06,N/A,0.24
10677,Tilia cordata,9.00,291.98,11.70,1.88,1.00,0.16,0.00,0.02,N/A,N/A,9.00,0.05,N/A,0.22
10678,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,6.10,0.03,N/A,0.23
10679,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.21
10680,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.19,N/A,N/A,80.80,0.42,N/A,1.09
10681,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,5.70,0.03,N/A,0.22
10682,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.00,0.01,N/A,N/A,5.30,0.03,N/A,0.19
10683,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.02,N/A,N/A,8.40,0.04,N/A,0.24
10684,Platanus x hispanica,9.00,234.30,15.70,2.52,1.30,0.21,0.00,0.02,N/A,N/A,8.80,0.05,N/A,0.28
10685,Platanus x hispanica,9.00,234.30,15.70,2.52,1.30,0.21,0.00,0.02,N/A,N/A,9.30,0.05,N/A,0.28
10686,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.00,0.01,N/A,N/A,3.90,0.02,N/A,0.18
10687,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.17,N/A,N/A,72.40,0.37,N/A,1.02
10688,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.30,0.49,N/A,N/A,206.40,1.06,N/A,2.08
10689,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.19,N/A,N/A,77.50,0.40,N/A,1.10
10690,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.10,0.20,N/A,N/A,82.70,0.43,N/A,1.06
10691,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.20,0.33,N/A,N/A,139.50,0.72,N/A,1.57
10692,Platanus x hispanica,18.00,755.18,83.40,13.40,3.50,0.56,0.20,0.33,N/A,N/A,136.90,0.70,N/A,1.60
10693,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.20,0.31,N/A,N/A,131.30,0.68,N/A,1.47
10694,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.26,N/A,N/A,108.70,0.56,N/A,1.30
10695,Platanus x hispanica,18.00,755.18,83.40,13.40,3.50,0.56,0.20,0.42,N/A,N/A,174.70,0.90,N/A,1.88
10696,Platanus x hispanica,18.00,755.18,83.40,13.40,3.50,0.56,0.20,0.47,N/A,N/A,197.40,1.01,N/A,2.05
10697,Platanus x hispanica,18.00,755.18,83.40,13.40,3.50,0.56,0.20,0.36,N/A,N/A,152.00,0.78,N/A,1.71
10698,Platanus x hispanica,18.00,755.18,83.40,13.40,3.50,0.56,0.20,0.47,N/A,N/A,197.40,1.01,N/A,2.05
10699,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.30,0.48,N/A,N/A,199.80,1.03,N/A,2.03
10700,Platanus x hispanica,19.00,804.75,95.10,15.28,3.80,0.61,0.40,0.67,N/A,N/A,280.20,1.44,N/A,2.72
10701,Platanus x hispanica,19.00,804.75,95.10,15.28,3.80,0.61,0.20,0.37,N/A,N/A,154.90,0.80,N/A,1.78
10702,Platanus x hispanica,18.00,755.18,83.40,13.40,3.50,0.56,0.20,0.47,N/A,N/A,197.40,1.01,N/A,2.05
10703,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,4.10,0.02,N/A,0.21
10704,Acer platanoides,24.00,1092.82,157.50,25.31,6.00,0.96,0.10,0.26,N/A,N/A,107.40,0.55,N/A,1.77
10705,Acer platanoides,18.00,755.18,81.80,13.15,4.10,0.66,0.10,0.14,N/A,N/A,60.50,0.31,N/A,1.12
10706,Acer platanoides,18.00,755.18,81.80,13.15,4.10,0.66,0.10,0.16,N/A,N/A,68.30,0.35,N/A,1.18
10707,Acer platanoides,19.00,804.75,94.50,15.18,4.50,0.72,0.10,0.27,N/A,N/A,111.70,0.57,N/A,1.57
10708,Acer platanoides,15.00,622.53,53.40,8.58,3.20,0.52,0.10,0.21,N/A,N/A,88.30,0.45,N/A,1.19
10709,Acer platanoides,18.00,755.18,81.80,13.15,4.10,0.66,0.10,0.25,N/A,N/A,104.70,0.54,N/A,1.45
10710,Acer platanoides,12.00,514.00,32.80,5.28,2.50,0.40,0.10,0.10,N/A,N/A,43.20,0.22,N/A,0.72
10711,Acer platanoides,12.00,514.00,32.80,5.28,2.50,0.40,0.10,0.10,N/A,N/A,43.20,0.22,N/A,0.72
10712,Acer platanoides,16.00,664.07,64.20,10.32,3.60,0.58,0.10,0.20,N/A,N/A,85.00,0.44,N/A,1.22
10713,Tilia cordata,36.00,2450.89,307.70,49.43,6.20,1.00,0.60,1.21,N/A,N/A,505.30,2.60,N/A,4.81
10714,Tilia cordata,35.00,2332.34,287.90,46.26,6.00,0.97,0.70,1.27,N/A,N/A,530.80,2.73,N/A,4.97
10715,Acer platanoides,35.00,1962.37,395.10,63.49,10.20,1.64,0.60,1.23,N/A,N/A,511.90,2.63,N/A,5.50
10716,Acer platanoides,22.00,969.55,136.10,21.87,5.60,0.89,0.20,0.31,N/A,N/A,129.10,0.66,N/A,1.87
10717,Tilia cordata,7.00,176.63,6.50,1.04,0.70,0.11,0.00,0.02,N/A,N/A,8.50,0.04,N/A,0.18
10718,Tilia cordata,25.00,1330.55,130.20,20.92,3.80,0.61,0.10,0.28,N/A,N/A,114.90,0.59,N/A,1.48
10719,Tilia cordata,10.00,360.47,15.00,2.41,1.10,0.18,0.00,0.02,N/A,N/A,9.70,0.05,N/A,0.25
10720,Tilia cordata,20.00,954.88,76.90,12.36,2.80,0.45,0.10,0.21,N/A,N/A,86.70,0.45,N/A,1.11
10721,Tilia cordata,8.00,230.70,8.90,1.42,0.80,0.13,0.00,0.02,N/A,N/A,8.40,0.04,N/A,0.20
10722,Tilia cordata,20.00,954.88,76.90,12.36,2.80,0.45,0.10,0.24,N/A,N/A,99.70,0.51,N/A,1.20
10723,Tilia cordata,20.00,954.88,76.90,12.36,2.80,0.45,0.10,0.25,N/A,N/A,106.20,0.55,N/A,1.25
10724,Tilia cordata,22.00,1095.13,96.30,15.48,3.20,0.52,0.10,0.15,N/A,N/A,61.80,0.32,N/A,0.98
10725,Tilia cordata,22.00,1095.13,96.30,15.48,3.20,0.52,0.10,0.28,N/A,N/A,116.50,0.60,N/A,1.39
10726,Tilia cordata,23.00,1170.27,107.00,17.19,3.40,0.55,0.20,0.30,N/A,N/A,123.90,0.64,N/A,1.48
10727,Tilia cordata,16.00,714.45,45.50,7.30,2.10,0.34,0.10,0.20,N/A,N/A,82.20,0.42,N/A,0.96
10728,Tilia cordata,16.00,714.45,45.50,7.30,2.10,0.34,0.10,0.22,N/A,N/A,93.70,0.48,N/A,1.04
10729,Tilia cordata,21.00,1023.34,86.30,13.87,3.00,0.48,0.20,0.42,N/A,N/A,174.30,0.90,N/A,1.80
10730,Tilia cordata,19.00,889.77,68.20,10.95,2.60,0.42,0.20,0.40,N/A,N/A,168.30,0.87,N/A,1.69
10731,Tilia cordata,17.00,769.55,52.40,8.43,2.30,0.36,0.10,0.24,N/A,N/A,101.50,0.52,N/A,1.13
10732,Tilia cordata,17.00,769.55,52.40,8.43,2.30,0.36,0.10,0.24,N/A,N/A,101.50,0.52,N/A,1.13
10733,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.18,N/A,N/A,74.80,0.38,N/A,0.87
10734,Tilia cordata,17.00,769.55,52.40,8.43,2.30,0.36,0.10,0.19,N/A,N/A,78.20,0.40,N/A,0.95
10735,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.20,0.40,N/A,N/A,165.10,0.85,N/A,1.64
10736,Tilia cordata,21.00,1023.34,86.30,13.87,3.00,0.48,0.20,0.35,N/A,N/A,144.30,0.74,N/A,1.57
10737,Tilia cordata,13.00,569.19,27.90,4.48,1.60,0.25,0.10,0.12,N/A,N/A,49.50,0.25,N/A,0.63
10738,Tilia cordata,13.00,569.19,27.90,4.48,1.60,0.25,0.10,0.14,N/A,N/A,59.90,0.31,N/A,0.71
10739,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.22,N/A,N/A,91.60,0.47,N/A,1.00
10740,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.19,N/A,N/A,80.40,0.41,N/A,0.91
10741,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.23,N/A,N/A,97.10,0.50,N/A,1.04
10742,Tilia cordata,10.00,360.47,15.00,2.41,1.10,0.18,0.00,0.04,N/A,N/A,17.60,0.09,N/A,0.31
10743,Tilia cordata,11.00,489.05,18.80,3.02,1.30,0.20,0.00,0.05,N/A,N/A,19.30,0.10,N/A,0.35
10744,Tilia cordata,12.00,527.45,23.10,3.71,1.40,0.23,0.10,0.13,N/A,N/A,55.20,0.28,N/A,0.64
10745,Tilia cordata,8.00,230.70,8.90,1.42,0.80,0.13,0.00,0.02,N/A,N/A,6.60,0.03,N/A,0.18
10746,Tilia cordata,8.00,230.70,8.90,1.42,0.80,0.13,0.00,0.01,N/A,N/A,6.20,0.03,N/A,0.18
