TreeID,Name,Latitude,Longitude
10901,Platanus x hispanica,46.098579623584,11.113778680052
10902,Platanus x hispanica,46.098573802751,11.113733304519
10903,Platanus x hispanica,46.056543248341,11.110391850005
10904,Clerodendrum trichotomum,46.056465460008,11.110381341672
10905,Clerodendrum trichotomum,46.056306506675,11.110362328338
10906,Clerodendrum trichotomum,46.056228395008,11.110353133338
10907,Clerodendrum trichotomum,46.056080371675,11.110333948338
10908,Clerodendrum trichotomum,46.056002841675,11.110320446672
10909,Clerodendrum trichotomum,46.055844006675,11.110296018338
10910,Clerodendrum trichotomum,46.055766723341,11.110284815005
10911,Clerodendrum trichotomum,46.055605900008,11.110256608338
10912,Clerodendrum trichotomum,46.055528611675,11.110242248338
10913,Clerodendrum trichotomum,46.046180365008,11.113129933338
10914,Platanus x hispanica,46.046275460008,11.113040620005
10915,Platanus x hispanica,46.046373696675,11.112930875005
10916,Platanus x hispanica,46.04646641334,11.112830135005
10917,Platanus x hispanica,46.046557875007,11.112726606672
10918,Platanus x hispanica,46.046648433341,11.112627301672
10919,Platanus x hispanica,46.046744460007,11.112521411672
10920,Platanus x hispanica,46.046845905008,11.112413361672
10921,Platanus x hispanica,46.05300974334,11.109820006672
10922,Platanus x hispanica,46.052894501675,11.109816051672
10923,Platanus x hispanica,46.052785553341,11.109813441672
10924,Platanus x hispanica,46.052658770008,11.109807895005
10925,Platanus x hispanica,46.052538970008,11.109807808338
10926,Platanus x hispanica,46.052415841675,11.109805845005
10927,Platanus x hispanica,46.05229977834,11.109803453338
10928,Platanus x hispanica,46.052170595008,11.109810286672
10929,Platanus x hispanica,46.052048893341,11.109821788338
10930,Platanus x hispanica,46.051932115008,11.109827046672
10931,Platanus x hispanica,46.054914668341,11.110131613338
10932,Platanus x hispanica,46.055031658341,11.110152700005
10933,Platanus x hispanica,46.055144280008,11.110180775005
10934,Platanus x hispanica,46.055262855008,11.110211201672
10935,Platanus x hispanica,46.055381396675,11.110232895005
10936,Platanus x hispanica,46.117147696293,11.090917538988
10937,Celtis australis,46.118786134128,11.089544468748
10938,Celtis australis,46.11926793861,11.089149947581
10939,Celtis australis,46.119410834905,11.089028512072
10940,Celtis australis,46.119554017282,11.088896344295
10941,Celtis australis,46.122221340005,11.095140887347
10942,Platanus x hispanica,46.122300140048,11.095275768693
10943,Platanus x hispanica,46.122373619356,11.095406306738
10944,Platanus x hispanica,46.122092081026,11.094920737938
10945,Platanus x hispanica,46.122436476967,11.095512367508
10946,Platanus x hispanica,46.122514372186,11.095652392972
10947,Platanus x hispanica,46.122585146118,11.095773380693
10948,Platanus x hispanica,46.122657798972,11.095899876262
10949,Platanus x hispanica,46.122714308689,11.095993789322
10950,Platanus x hispanica,46.122786913829,11.096122872373
10951,Platanus x hispanica,46.122860302184,11.096253409271
10952,Platanus x hispanica,46.1229384098,11.096386714304
10953,Platanus x hispanica,46.123008330973,11.096505082848
10954,Platanus x hispanica,46.123079993626,11.096631542793
10955,Platanus x hispanica,46.123298881676,11.097004341983
10956,Platanus x hispanica,46.123362350158,11.097121172792
10957,Platanus x hispanica,46.123446787647,11.097262616217
10958,Platanus x hispanica,46.123514956534,11.097378331727
10959,Platanus x hispanica,46.123619751536,11.09751394759
10960,Platanus x hispanica,46.122742711677,11.095878116675
10961,Platanus x hispanica,46.122697895949,11.095799273419
10962,Platanus x hispanica,46.1226494163,11.095718996961
10963,Platanus x hispanica,46.122562451752,11.095568013423
10964,Platanus x hispanica,46.122497968539,11.095452441985
10965,Platanus x hispanica,46.122432633232,11.095334249821
10966,Platanus x hispanica,46.122374307712,11.095236256611
10967,Platanus x hispanica,46.122236171378,11.094999590517
10968,Platanus x hispanica,46.123230361428,11.096721382775
10969,Platanus x hispanica,46.123168472988,11.096616520771
10970,Platanus x hispanica,46.123113786368,11.096521381111
10971,Platanus x hispanica,46.123040282292,11.096392262644
10972,Platanus x hispanica,46.122988288729,11.096302403035
10973,Platanus x hispanica,46.122921081955,11.096188150277
10974,Platanus x hispanica,46.123289440229,11.096827303303
10975,Platanus x hispanica,46.123397108988,11.097012341886
10976,Platanus x hispanica,46.123539730611,11.097254495286
10977,Platanus x hispanica,46.123608144057,11.097356888272
10978,Platanus x hispanica,46.123682141166,11.097454186589
10979,Platanus x hispanica,46.123928375763,11.097901163901
10980,Platanus x hispanica,46.123865823324,11.097680556902
10981,Platanus x hispanica,46.123941782521,11.097773918058
10982,Platanus x hispanica,46.124026663576,11.097886257328
10983,Platanus x hispanica,46.069601597031,11.112910063209
10984,Celtis australis,46.0695473267,11.112963465624
