,Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
6551,9288,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,8.1,0.04,,0.23,2.8,4,1.2,2,3.1,5.6,0.3,46.0726197607541,11.1218775899517
6552,9289,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,6.7,0.03,,0.22,2.8,4,1.2,2,3.1,4.6,0.3,46.0728392891424,11.1220322654989
6553,9290,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,6.7,0.03,,0.22,2.8,4,1.2,2,3.1,4.6,0.3,46.0727791316293,11.1219808180539
6554,9291,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,7.2,0.04,,0.22,2.8,4,1.2,2,3.1,5,0.3,46.0727219106707,11.1219505621126
6555,9292,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,8.1,0.04,,0.23,2.8,4,1.2,2,3.1,5.6,0.3,46.0729021990587,11.1220663606405
6556,9293,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,7.2,0.04,,0.22,2.8,4,1.2,2,3.1,5,0.3,46.0729703917093,11.1221649296527
6557,9294,Prunus cerasifera,15,579.86,57.1,9.17,2.9,0.47,0,0.04,,,15.3,0.08,,0.58,7.7,4,1.2,3,7.1,10.6,0.6,46.0721422716884,11.1216263842427
6558,9298,Photinia serrulata,8,178.35,18.3,2.95,1.8,0.28,0,0.01,,,5.8,0.03,,0.33,4.7,2,0.6,2,3.1,4,0.4,46.0722363667964,11.121692063385
6559,9299,Photinia serrulata,8,178.35,18.3,2.94,1.8,0.28,0,0.01,,,4.8,0.02,,0.32,4.7,2,0.6,2,3.1,3.3,0.3,46.0723667220588,11.1217777545301
6560,9300,Photinia serrulata,8,178.35,18.3,2.95,1.8,0.28,0,0.01,,,5.8,0.03,,0.33,4.7,2,0.6,2,3.1,4,0.4,46.0731662432288,11.1223489599918
6561,9301,Prunus cerasifera,18,677.81,89,14.29,3.8,0.6,0,0.06,,,24.9,0.13,,0.79,10,4,1.2,4,12.6,17.1,1,46.0732201733964,11.1223819354197
6562,9302,Prunus cerasifera,15,579.86,57.1,9.17,2.9,0.47,0,0.06,,,24.8,0.13,,0.65,7.7,4,1.2,4,12.6,17.1,1,46.0732773113159,11.122421499888
6563,9303,Prunus cerasifera,20,753.01,115,18.47,4.4,0.7,0,0.07,,,27.5,0.14,,0.91,11.6,4,1.2,4,12.6,18.9,1.2,46.0733434467783,11.1224660650046
6564,9304,Liriodendron tulipifera,15,647.63,38.2,6.14,2.5,0.4,0,0.04,,,16.1,0.08,,0.52,6.7,6,1.8,3,7.1,11.1,0.7,46.0734038092272,11.1225113140553
6565,9305,Liriodendron tulipifera,32,1882.86,238.4,38.3,7.3,1.17,0.1,0.12,,,52.1,0.27,,1.57,19.5,8,2.4,4,12.6,35.9,2.1,46.0734879733686,11.1225640713887
6566,9306,Prunus cerasifera,15,579.86,57.1,9.17,2.9,0.47,0,0.03,,,12.7,0.07,,0.56,7.7,4,1.2,3,7.1,8.8,0.5,46.0735412605836,11.1226025833166
6567,9307,Prunus cerasifera,15,579.86,57.1,9.17,2.9,0.47,0,0.03,,,11.8,0.06,,0.55,7.7,4,1.2,3,7.1,8.1,0.5,46.0736055901433,11.1226377685787
6568,9308,Prunus cerasifera,25,975.63,198,31.81,6,0.96,0,0.07,,,29.7,0.15,,1.19,16,4,1.2,4,12.6,20.5,1.2,46.0736724943486,11.1226748631588
6569,9309,Prunus cerasifera,25,975.63,198,31.81,6,0.96,0,0.08,,,31.5,0.16,,1.2,16,4,1.2,4,12.6,21.7,1.3,46.0737330012746,11.122746240931
6570,9310,Liriodendron tulipifera,18,800.68,59.3,9.53,3.2,0.52,0,0.05,,,22.3,0.11,,0.69,8.6,6,1.8,3,7.1,15.3,0.9,46.0738656704818,11.122813920907
6571,9311,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.06,,,24,0.12,,0.41,3.8,4,1.2,4,12.6,16.6,1,46.0739264835719,11.1228639729343
6572,9312,Prunus cerasifera,32,1370.41,361.2,58.03,7.8,1.25,0,0.08,,,32.4,0.17,,1.49,20.7,4,1.2,4,12.6,22.4,1.4,46.0739988352093,11.1229227442321
6573,9313,Prunus cerasifera,18,677.81,89,14.29,3.8,0.6,0,0.07,,,28.1,0.14,,0.81,10,4,1.2,4,12.6,19.4,1.2,46.0741365455372,11.1230000588096
6574,9314,Prunus cerasifera,15,579.86,57.1,9.17,2.9,0.47,0,0.04,,,15.3,0.08,,0.58,7.7,4,1.2,3,7.1,10.6,0.6,46.0744852871214,11.123233931425
6575,9315,Prunus cerasifera,18,677.81,89,14.29,3.8,0.6,0,0.06,,,23.2,0.12,,0.78,10,4,1.2,4,12.6,16,1,46.0745487803255,11.1232802076699
6576,9316,Prunus cerasifera,18,677.81,89,14.29,3.8,0.6,0,0.06,,,23.2,0.12,,0.78,10,4,1.2,4,12.6,16,1,46.0746023963025,11.1233010165397
6577,9317,Prunus cerasifera,20,753.01,115,18.47,4.4,0.7,0,0.06,,,25.8,0.13,,0.89,11.6,4,1.2,4,12.6,17.8,1.1,46.0750402242595,11.1236036199043
6578,9318,Prunus lusitanica,15,579.66,74.3,11.93,3.8,0.6,0,0.02,,,6.9,0.04,,0.66,10,4,1.2,2,3.1,4.8,0.4,46.0749735259152,11.123550624387
6579,9319,Prunus cerasifera,15,579.86,57.1,9.17,2.9,0.47,0,0.06,,,23.3,0.12,,0.64,7.7,4,1.2,4,12.6,16.1,1,46.0572869180261,11.1185852616327
6580,9320,Pyrus calleryana,28,1338.11,233,37.44,6.3,1.02,0.4,0.67,,,278.2,1.43,,3.11,16.9,12,3.6,8,50.3,191.8,14.4,46.0572142941889,11.1186623790149
6581,9321,Pyrus calleryana,29,1411.68,253.9,40.8,6.7,1.07,0.4,0.7,,,291,1.5,,3.26,17.7,13,3.9,8,50.3,200.6,15.1,46.0571408525442,11.1187447654418
6582,9322,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.2,0.35,,,147.2,0.76,,1.69,9.7,10,3,7,38.5,101.5,7.6,46.0570886415053,11.118818009373
6583,9323,Pyrus calleryana,28,1338.11,233,37.44,6.3,1.02,0.4,0.71,,,296.9,1.53,,3.25,16.9,14,4.2,8,50.3,204.7,15.4,46.0570367312129,11.1188798879391
6584,9324,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.3,0.61,,,255.5,1.31,,2.64,11.9,12,3.6,8,50.3,176.2,13.3,46.0569731195076,11.1189709239608
6585,9325,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.2,0.4,,,166.3,0.86,,1.84,9.7,10,3,7,38.5,114.7,8.6,46.0569163584015,11.1190371414572
6586,9326,Pyrus calleryana,27,1267.12,213.2,34.25,6,0.96,0.2,0.41,,,170.6,0.88,,2.25,16,9,2.7,7,38.5,117.6,8.8,46.056868616911,11.1191265866771
6587,9327,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.2,0.33,,,137.6,0.71,,1.62,9.7,10,3,7,38.5,94.9,7.1,46.0568071396345,11.1192189966382
6588,9328,Pyrus calleryana,18,744.35,79,12.7,3.3,0.54,0.2,0.29,,,120.8,0.62,,1.45,8.9,9,2.7,7,38.5,83.3,6.3,46.0567574190163,11.1192889737145
6589,9329,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.2,0.44,,,182.2,0.94,,1.95,9.7,9,2.7,8,50.3,125.6,9.4,46.0566830672295,11.119405841652
6590,9330,Pyrus calleryana,24,1069.62,159.8,25.67,5.1,0.81,0.3,0.54,,,225.8,1.16,,2.52,13.5,11,3.3,8,50.3,155.6,11.7,46.0566341799363,11.1194745575019
6591,9331,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.3,0.52,,,218.9,1.13,,2.37,11.9,11,3.3,8,50.3,150.9,11.4,46.0565786072055,11.1195591773409
6592,9332,Pyrus calleryana,26,1198.7,194.4,31.23,5.7,0.91,0.4,0.67,,,281.4,1.45,,3.03,15.2,11,3.3,9,63.6,194,14.6,46.0565121442612,11.1196340720023
6593,9333,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.2,0.42,,,175.1,0.9,,1.9,9.7,10,3,8,50.3,120.7,9.1,46.0564598679581,11.11971080234
6594,9334,Pyrus calleryana,26,1198.7,194.4,31.23,5.7,0.91,0.3,0.52,,,217.2,1.12,,2.55,15.2,11,3.3,8,50.3,149.7,11.3,46.0563923601197,11.1197595421856
6595,9335,Pyrus calleryana,7,136.55,7.8,1.26,0.9,0.14,0,0.01,,,3.5,0.02,,0.17,2.3,3.5,1,1,0.8,2.4,0.2,46.0563282355129,11.1198345258776
6596,9336,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.2,0.38,,,159.9,0.82,,1.79,9.7,9,2.7,7,38.5,110.2,8.3,46.0562494479099,11.1198896854486
6597,9337,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.3,0.54,,,225.7,1.16,,2.42,11.9,10,3,8,50.3,155.6,11.7,46.0561770616186,11.1199394016494
6598,9338,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.2,0.47,,,198.2,1.02,,2.21,11.9,10,3,8,50.3,136.6,10.3,46.0561001409731,11.1199764040756
6599,9339,Pyrus calleryana,20,842.45,102.3,16.43,3.9,0.63,0.3,0.49,,,204.9,1.05,,2.17,10.4,10,3,8,50.3,141.3,10.6,46.0559477096794,11.120022926279
6600,9340,Pyrus calleryana,7,136.55,7.8,1.26,0.9,0.14,0,0.01,,,3.3,0.02,,0.16,2.3,3.5,1,1,0.8,2.3,0.2,46.0556865006782,11.1201110480938
6601,9341,Pyrus calleryana,23,1008.96,144,23.13,4.8,0.77,0.1,0.26,,,106.7,0.55,,1.57,12.7,8,2.4,6,28.3,73.6,5.5,46.0556147496074,11.1201265292336
6602,9342,Pyrus calleryana,17,699.17,68.7,11.04,3.1,0.5,0.1,0.16,,,66.9,0.34,,1,8.2,8,2.4,5,19.6,46.1,3.5,46.0555342095415,11.1201451643365
6603,9343,Pyrus calleryana,9,225.72,14.5,2.33,1.2,0.2,0,0.01,,,5.2,0.03,,0.24,3.3,5,1.5,1.5,1.8,3.6,0.3,46.0554591427167,11.1201695678683
6604,9344,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.3,0.56,,,231.8,1.19,,2.47,11.9,9,2.7,8,50.3,159.8,12,46.0553762234249,11.1201903094848
6605,9345,Pyrus calleryana,18,744.35,79,12.7,3.3,0.54,0.3,0.49,,,203.6,1.05,,2.07,8.9,9,2.7,8,50.3,140.3,10.6,46.0552952732383,11.1202116435426
6606,9346,Pyrus calleryana,32,1647.9,323.1,51.92,7.7,1.23,0.3,0.64,,,266.1,1.37,,3.24,20.4,11,3.3,8,50.3,183.5,13.8,46.0552233266524,11.1202231093921
6607,9347,Pyrus calleryana,28,1338.11,233,37.44,6.3,1.02,0.3,0.52,,,215.8,1.11,,2.64,16.9,10,3,8,50.3,148.8,11.2,46.0551246341353,11.1202450568121
6608,9348,Pyrus calleryana,16,656.57,59.2,9.52,2.8,0.45,0,0.03,,,13.1,0.07,,0.55,7.5,7,2.1,2,3.1,9,0.7,46.0550487194616,11.120271496009
6609,9349,Pyrus calleryana,31,1566.58,299,48.03,7.3,1.18,0.3,0.65,,,271.9,1.4,,3.23,19.5,12,3.6,8,50.3,187.4,14.1,46.0548262881805,11.120394324046
6610,9350,Ginkgo biloba,18,827.99,27,4.33,0.8,0.13,0,0.08,,,35.3,0.18,,0.4,2.2,12,3.6,4,12.6,24.3,2.3,46.0546467821279,11.1204399367318
6611,9351,Ginkgo biloba,19,889.77,30.9,4.97,0.9,0.14,0,0.09,,,36.2,0.19,,0.42,2.4,11,3.3,4,12.6,25,2.4,46.0544393976347,11.1204212661639
6612,9352,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.1,0.24,,,99.8,0.51,,1.33,9.7,8,2.4,6,28.3,68.8,5.2,46.0543666559997,11.1204416211273
6613,9353,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.1,0.24,,,98.6,0.51,,1.46,11.9,8,2.4,6,28.3,68,5.1,46.0542516002772,11.1204771615307
6614,9354,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.2,0.32,,,134,0.69,,1.87,14.3,11,3.3,6,28.3,92.4,7,46.0541765621047,11.1204903183314
6615,9355,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.2,0.29,,,122.3,0.63,,1.64,11.9,10,3,6,28.3,84.3,6.3,46.0540767590229,11.1205042074027
6616,9356,Pyrus calleryana,16,656.57,59.2,9.52,2.8,0.45,0.1,0.24,,,99.6,0.51,,1.21,7.5,8,2.4,6,28.3,68.7,5.2,46.0540027666178,11.1205289095644
6617,9357,Pyrus calleryana,23,1008.96,144,23.13,4.8,0.77,0.1,0.22,,,93.7,0.48,,1.47,12.7,8,2.4,6,28.3,64.6,4.9,46.0539304747153,11.1205589770059
6618,9358,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.2,0.44,,,183.2,0.94,,2.24,14.3,10,3,7,38.5,126.3,9.5,46.0538607430889,11.1205820323569
6619,9359,Pyrus calleryana,21,895.37,115.2,18.51,4.2,0.67,0.2,0.4,,,168.9,0.87,,1.94,11.1,11,3.3,7,38.5,116.5,8.8,46.0537727702044,11.1205937887339
6620,9360,Pyrus calleryana,24,1069.62,159.8,25.67,5.1,0.81,0.2,0.37,,,155.5,0.8,,1.99,13.5,11,3.3,7,38.5,107.2,8.1,46.0537068472594,11.1206153092717
6621,9361,Pyrus calleryana,28,1338.11,233,37.44,6.3,1.02,0.3,0.55,,,230.3,1.18,,2.75,16.9,12,3.6,8,50.3,158.7,11.9,46.053368149595,11.1207079556192
6622,9362,Pyrus calleryana,19,792.11,90.2,14.49,3.6,0.58,0.2,0.35,,,147.2,0.76,,1.69,9.7,10,3,7,38.5,101.5,7.6,46.0532886623449,11.1207280515489
6623,9363,Pyrus calleryana,28,1338.11,233,37.44,6.3,1.02,0.4,0.67,,,278.2,1.43,,3.11,16.9,12,3.6,8,50.3,191.8,14.4,46.0528969377315,11.1207778161736
6624,9364,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.02,,,6.8,0.04,,0.28,3.9,4,1.2,2,3.1,4.7,0.4,46.0532602594574,11.1208762733911
6625,9365,Pyrus calleryana,8,178.35,10.9,1.75,1.1,0.17,0,0.02,,,7.4,0.04,,0.23,2.8,3.5,1,2,3.1,5.1,0.4,46.0533243668442,11.1208555886974
6626,9366,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.02,,,8.8,0.05,,0.3,3.9,4,1.2,2,3.1,6.1,0.5,46.0534212942328,11.1208317655507
6627,9367,Pyrus calleryana,8,178.35,10.9,1.75,1.1,0.17,0,0.02,,,7.4,0.04,,0.23,2.8,3.5,1,2,3.1,5.1,0.4,46.0535057282445,11.1208118591665
6628,9368,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.04,,,15.9,0.08,,0.35,3.9,4,1.2,3,7.1,11,0.8,46.0535913374928,11.120796522289
6629,9369,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.02,,,9.2,0.05,,0.3,3.9,4.5,1.3,2,3.1,6.3,0.5,46.0536627696566,11.1207788326322
6630,9370,Pyrus calleryana,32,1647.9,323.1,51.92,7.7,1.23,0.3,0.6,,,249.4,1.28,,3.11,20.4,9,2.7,8,50.3,171.9,12.9,46.0537850519403,11.120751584885
6631,9371,Pyrus calleryana,36,1998.99,431.2,69.27,9.1,1.46,0.6,1.07,,,446.4,2.3,,4.83,24.2,8,2.4,10,78.5,307.7,23.2,46.0538870243706,11.1207226543597
6632,9372,Pyrus calleryana,35,1907.35,402.4,64.66,8.7,1.4,0.4,0.68,,,282.1,1.45,,3.53,23.3,10,3,8,50.3,194.5,14.6,46.0541291461128,11.1206688404225
6633,9373,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.2,0.34,,,140.1,0.72,,1.92,14.3,8,2.4,7,38.5,96.6,7.3,46.0542161547703,11.1206411464202
6634,9374,Pyrus calleryana,38,2190.03,492.2,79.08,9.8,1.58,0.3,0.54,,,225.3,1.16,,3.28,26.2,8,2.4,8,50.3,155.3,11.7,46.0543088488779,11.1206126358499
6635,9375,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.3,0.54,,,224.4,1.15,,2.41,11.9,8,2.4,8,50.3,154.7,11.6,46.0543965542479,11.12058134866
6636,9376,Pyrus calleryana,32,1647.9,323.1,51.92,7.7,1.23,0.3,0.62,,,257.6,1.32,,3.17,20.4,10,3,8,50.3,177.6,13.4,46.0550837132888,11.1204034051502
6637,9377,Pyrus calleryana,28,1338.11,233,37.44,6.3,1.02,0.3,0.61,,,253.9,1.31,,2.93,16.9,11,3.3,8,50.3,175,13.2,46.0551597276935,11.1204055400931
6638,9378,Pyrus calleryana,35,1907.35,402.4,64.66,8.7,1.4,0.5,0.91,,,377.7,1.94,,4.25,23.3,11,3.3,9,63.6,260.4,19.6,46.0553046880184,11.1203542087706
6639,9380,Pyrus calleryana,35,1907.35,402.4,64.66,8.7,1.4,0.4,0.8,,,334.3,1.72,,3.92,23.3,11,3.3,9,63.6,230.4,17.3,46.055392832328,11.1203380629116
6640,9381,Pyrus calleryana,24,1069.62,159.8,25.67,5.1,0.81,0.3,0.64,,,266.7,1.37,,2.82,13.5,10,3,9,63.6,183.9,13.8,46.0554779941385,11.1203128826639
6641,9382,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.3,0.6,,,250.5,1.29,,2.75,14.3,10,3,8,50.3,172.7,13,46.0555431052247,11.1203011551668
6642,9383,Pyrus calleryana,22,950.87,129.1,20.75,4.5,0.72,0.2,0.44,,,182.2,0.94,,2.09,11.9,11,3.3,7,38.5,125.6,9.4,46.055627497217,11.1202883559971
6643,9384,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.2,0.42,,,176.2,0.91,,2.19,14.3,9,2.7,7,38.5,121.4,9.1,46.0557064027497,11.1202656508742
6644,9385,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.1,0.24,,,101.1,0.52,,1.62,14.3,9,2.7,6,28.3,69.7,5.2,46.0557810246823,11.1202409717853
6645,9386,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.02,,,8.8,0.05,,0.3,3.9,4,1.2,2,3.1,6.1,0.5,46.0558568218696,11.1202208623735
6646,9387,Pyrus calleryana,35,1907.35,402.4,64.66,8.7,1.4,0.3,0.66,,,276.4,1.42,,3.49,23.3,9,2.7,9,63.6,190.5,14.3,46.0559741824787,11.1201969145716
6647,9388,Pyrus calleryana,32,1647.9,323.1,51.92,7.7,1.23,0.4,0.7,,,291.7,1.5,,3.43,20.4,12,3.6,8,50.3,201.1,15.1,46.0560575705777,11.1201654605806
6648,9389,Pyrus calleryana,24,1069.62,159.8,25.67,5.1,0.81,0.3,0.52,,,218.1,1.12,,2.46,13.5,8,2.4,8,50.3,150.4,11.3,46.0561285049146,11.120140640031
6649,9390,Pyrus calleryana,18,744.35,79,12.7,3.3,0.54,0.1,0.1,,,42.8,0.22,,0.86,8.9,8,2.4,4,12.6,29.5,2.2,46.0562776175361,11.1200352981419
6650,9391,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.3,0.53,,,221.3,1.14,,2.53,14.3,8,2.4,8,50.3,152.5,11.5,46.0563659376936,11.1199757203542
6651,9392,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.2,0.33,,,135.7,0.7,,1.89,14.3,9,2.7,7,38.5,93.5,7,46.0564383094299,11.119907387205
6652,9393,Pyrus calleryana,31,1566.58,299,48.03,7.3,1.18,0.4,0.67,,,279.2,1.44,,3.28,19.5,11,3.3,8,50.3,192.5,14.5,46.0565143015843,11.1198428123135
6653,9394,Pyrus calleryana,34,1818.28,374.8,60.23,8.4,1.34,0.4,0.81,,,339.4,1.75,,3.9,22.3,12,3.6,9,63.6,234,17.6,46.0566004429161,11.1196969207531
6654,9395,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.02,,,8.8,0.05,,0.3,3.9,4,1.2,2,3.1,6.1,0.5,46.0566468779673,11.1196294040747
6655,9396,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.02,,,7.8,0.04,,0.29,3.9,4,1.2,2,3.1,5.4,0.4,46.0567281954112,11.1195446061048
6656,9397,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.02,,,6.8,0.04,,0.28,3.9,4,1.2,2,3.1,4.7,0.4,46.0567802821409,11.1194683851134
6657,9398,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.01,,,3.7,0.02,,0.26,3.9,3,0.9,1,0.8,2.5,0.2,46.0568355311323,11.1193915093294
6658,9399,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.01,,,3.7,0.02,,0.26,3.9,3,0.9,1,0.8,2.5,0.2,46.0568763812163,11.1193193828173
6659,9400,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.01,,,3.7,0.02,,0.26,3.9,3,0.9,1,0.8,2.5,0.2,46.0570482700926,11.119087567127
6660,9401,Pyrus calleryana,24,1069.62,159.8,25.67,5.1,0.81,0.2,0.3,,,126.1,0.65,,1.76,13.5,10,3,6,28.3,86.9,6.5,46.0571016300793,11.1190106183129
6661,9402,Pyrus calleryana,24,1069.62,159.8,25.67,5.1,0.81,0.1,0.23,,,97.1,0.5,,1.55,13.5,10,3,6,28.3,67,5,46.0571513863023,11.1189290066018
6662,9403,Pyrus calleryana,25,1132.87,176.6,28.37,5.4,0.86,0.1,0.24,,,98.5,0.51,,1.61,14.3,10,3,6,28.3,67.9,5.1,46.0646555983306,11.1336749453162
6663,9404,Parrotia persica,17,699.17,72.6,11.66,2.2,0.36,0.1,0.11,,,44.4,0.23,,0.7,6,6,1.8,5,19.6,30.6,1.6,46.0645920119015,11.1336627971056
6664,9405,Aesculus hippocastanum,35,1846.76,378,60.74,8.1,1.3,0.3,0.63,,,262.4,1.35,,3.28,21.6,13,3.9,7,38.5,180.9,12.6,46.064534332328,11.1336331626714
6665,9406,Parrotia persica,17,699.17,72.6,11.66,2.2,0.36,0,0.08,,,31.5,0.16,,0.6,6,6,1.8,4,12.6,21.7,1.1,46.0644777609799,11.1336020194312
6666,9407,Parrotia persica,17,699.17,72.6,11.66,2.2,0.36,0,0.07,,,29.5,0.15,,0.58,6,6,1.8,4,12.6,20.3,1,46.0644233185096,11.1335147134967
6667,9408,Aesculus hippocastanum,38,2117.61,468.1,75.21,9.2,1.48,0.3,0.51,,,211.3,1.09,,3.08,24.6,15,4.5,6,28.3,145.7,10.2,46.0644112107312,11.1334449429342
6668,9409,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0,0.08,,,32.9,0.17,,0.64,6.5,3,0.9,4,12.6,22.7,1.2,46.0644071351769,11.1333643622812
6669,9410,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0,0.05,,,21.9,0.11,,0.56,6.5,4,1.2,3.5,9.6,15.1,0.8,46.0643794373958,11.1332859745066
6670,9411,Aesculus hippocastanum,40,2310.55,516.5,82.98,9.8,1.57,0.3,0.63,,,264.4,1.36,,3.56,26.1,12,3.6,7,38.5,182.3,12.7,46.0643643001716,11.1331952702912
6671,9412,Aesculus hippocastanum,37,2024.85,431.8,69.38,8.8,1.41,0.4,0.71,,,296.5,1.52,,3.65,23.4,13,3.9,8,50.3,204.4,14.3,46.064355606821,11.1331209767036
6672,9413,Parrotia persica,14,579.13,45.3,7.28,1.7,0.27,0,0.02,,,9.9,0.05,,0.35,4.5,4,1.2,2.5,4.9,6.8,0.4,46.0643407692747,11.1330190351751
6673,9414,Aesculus hippocastanum,33,1678.56,334.6,53.75,7.5,1.21,0.4,0.73,,,303.8,1.56,,3.5,20.1,15,4.5,8,50.3,209.4,14.6,46.0643216462193,11.1329007663151
6674,9415,Parrotia persica,17,699.17,72.6,11.66,2.2,0.36,0.1,0.22,,,93.1,0.48,,1.06,6,7,2.1,6,28.3,64.2,3.3,46.0643176305799,11.1328169556883
6675,9416,Parrotia persica,17,699.17,72.6,11.66,2.2,0.36,0.1,0.22,,,93.1,0.48,,1.06,6,7,2.1,6,28.3,64.2,3.3,46.0643068404362,11.132734435661
6676,9417,Parrotia persica,17,699.17,72.6,11.66,2.2,0.36,0,0.09,,,35.6,0.18,,0.63,6,6,1.8,4,12.6,24.6,1.3,46.0642915821754,11.1326501919598
6677,9418,Aesculus hippocastanum,52,3675.95,989.2,158.94,14.5,2.33,0.5,0.94,,,393.3,2.02,,5.29,38.6,14,4.2,8,50.3,271.1,19,46.0642741677034,11.132565735945
6678,9419,Parrotia persica,13,544.27,37.9,6.09,1.5,0.25,0,0.05,,,19.5,0.1,,0.39,4.1,4,1.2,3.5,9.6,13.5,0.7,46.0642645458886,11.13247847701
6679,9420,Aesculus hippocastanum,48,3181.24,820.5,131.83,12.9,2.08,0.2,0.38,,,158.4,0.81,,3.27,34.5,15,4.5,5,19.6,109.2,7.6,46.064261669507,11.132391477934
6680,9421,Aesculus hippocastanum,45,2836.18,691.9,111.17,11.7,1.88,0.1,0.28,,,115.1,0.59,,2.74,31.1,13,3.9,5,19.6,79.4,5.6,46.0642778048165,11.1321297536754
6681,9423,Parrotia persica,10,278.67,20.2,3.24,1.1,0.17,0,0.07,,,29.5,0.15,,0.39,2.8,6,1.8,4,12.6,20.4,1.1,46.0642802946767,11.1320542101989
6682,9424,Parrotia persica,19,792.11,95.1,15.28,2.6,0.42,0.1,0.1,,,41.5,0.21,,0.74,7,7,2.1,4.5,15.9,28.6,1.5,46.0642841031967,11.1319707010186
6683,9425,Parrotia persica,19,792.11,95.1,15.28,2.6,0.42,0.1,0.12,,,50.2,0.26,,0.8,7,7,2.1,4.5,15.9,34.6,1.8,46.064287822448,11.1318919724185
6684,9426,Parrotia persica,19,792.11,95.1,15.28,2.6,0.42,0.1,0.19,,,80.7,0.41,,1.03,7,7.5,2.3,5.5,23.8,55.6,2.9,46.0642890263808,11.1317068639151
6685,9427,Parrotia persica,14,579.13,45.3,7.28,1.7,0.27,0,0.04,,,17.8,0.09,,0.41,4.5,4.5,1.3,3,7.1,12.2,0.6,46.0642873475607,11.1316183593776
6686,9428,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0,0.05,,,20.3,0.1,,0.55,6.5,5,1.5,3.5,9.6,14,0.7,46.0642969737627,11.131464218796
6687,9430,Parrotia persica,8,178.35,11.8,1.9,0.8,0.12,0,0.01,,,4.9,0.03,,0.16,2.1,3,0.9,1.5,1.8,3.4,0.2,46.0643015339041,11.1313403974759
6688,9431,Aesculus hippocastanum,67.5,5963.43,1878.1,301.75,21.3,3.43,0.5,0.94,,,391.1,2.01,,6.38,56.9,15,4.5,8,50.3,269.6,18.9,46.0628719053357,11.1320395350299
