,Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
6412,9144,Pyrus calleryana,28,1338.11,233,37.44,6.3,1.02,0.3,0.55,,,230.3,1.18,,2.75,16.9,12,3.6,8,50.3,158.7,11.9,46.0605053080481,11.1229004817801
6413,9145,Liriodendron tulipifera,13,561.06,27.1,4.35,2.1,0.33,0,0.06,,,26,0.13,,0.53,5.5,6,1.8,3.5,9.6,17.9,1.1,46.0722878945525,11.1237000004545
6414,9146,Photinia serrulata,5,69.67,5.8,0.94,0.9,0.15,0,0,,,2,0.01,,0.16,2.4,3.5,1,1,0.8,1.4,0.1,46.0629287258355,11.1189711732627
6415,9147,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.2,,,82.2,0.42,,1.25,10.5,7,2.1,5,19.6,56.7,3.4,46.0627459796718,11.1189877103289
6416,9148,Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.09,,,39.6,0.2,,0.81,8.6,8,2.4,4,12.6,27.3,1.6,46.0626598896927,11.1189950173907
6417,9149,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.25,,,104.3,0.54,,1.42,10.5,7,2.1,6,28.3,71.9,4.3,46.0625779154223,11.1190036456089
6418,9150,Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.2,0.39,,,164,0.84,,1.83,9.9,6,1.8,7,38.5,113,6.8,46.0624982617148,11.1190181808492
6419,9151,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,6.8,0.03,,0.32,4.5,3,0.9,1.5,1.8,4.7,0.3,46.0624005743103,11.1190344823889
6420,9152,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,6.8,0.03,,0.32,4.5,3,0.9,1.5,1.8,4.7,0.3,46.0623287965949,11.1190222966681
6421,9153,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.38,,,156.8,0.81,,1.82,10.5,6,1.8,7,38.5,108.1,6.5,46.062261700745,11.1190197285903
6422,9154,Carpinus betulus,15,616.56,61.7,9.91,2.7,0.44,0,0.05,,,22.5,0.12,,0.61,7.3,4,1.2,3,7.1,15.5,0.9,46.0619906558671,11.1189831080908
6423,9159,Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.1,0.17,,,70.5,0.36,,1.13,9.9,8,2.4,5,19.6,48.6,2.9,46.0618855880512,11.1189702948856
6424,9160,Carpinus betulus,16,656.57,70.8,11.38,3,0.48,0,0.07,,,28.2,0.14,,0.69,7.9,7,2.1,3,7.1,19.4,1.2,46.0618003850137,11.1189491915634
6425,9161,Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0.1,0.16,,,67.8,0.35,,1.03,8.6,8,2.4,5,19.6,46.7,2.8,46.0617249329639,11.1189410028334
6426,9162,Carpinus betulus,18,744.35,91.4,14.69,3.5,0.55,0.1,0.19,,,79.2,0.41,,1.15,9.2,7,2.1,5,19.6,54.6,3.3,46.0616270773385,11.1189372576587
6427,9163,Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0.1,0.19,,,77.7,0.4,,1.1,8.6,7,2.1,5,19.6,53.5,3.2,46.0615578671464,11.1189273684932
6428,9164,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.09,,,38,0.2,,0.62,5.6,6,1.8,4,12.6,26.2,1.6,46.0613307285193,11.1189401378064
6429,9165,Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0.1,0.23,,,95.8,0.49,,1.09,6.1,7,2.1,6,28.3,66,4,46.0612227493537,11.1189484171638
6430,9166,Carpinus betulus,16,656.57,70.8,11.38,3,0.48,0.1,0.1,,,42,0.22,,0.79,7.9,6,1.8,4,12.6,29,1.7,46.0611175268769,11.1189390891829
6431,9167,Carpinus betulus,14,579.13,53.2,8.55,2.5,0.4,0,0.06,,,23.5,0.12,,0.58,6.7,5,1.5,3,7.1,16.2,1,46.0610394246788,11.1189379101514
6432,9168,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,9,0.05,,0.34,4.5,4,1.2,2,3.1,6.2,0.4,46.0609651023914,11.1189367464996
6433,9169,Carpinus betulus,16,656.57,70.8,11.38,3,0.48,0,0.03,,,12.2,0.06,,0.57,7.9,3,0.9,2,3.1,8.4,0.5,46.0608795015538,11.1189370905607
6434,9170,Carpinus betulus,15,616.56,61.7,9.91,2.7,0.44,0.1,0.13,,,54.2,0.28,,0.85,7.3,6,1.8,5,19.6,37.4,2.3,46.0607928321259,11.1189319635542
6435,9171,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.3,,,126,0.65,,1.58,10.5,7,2.1,6,28.3,86.9,5.2,46.0607072565283,11.1189357994186
6436,9172,Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0,0.03,,,14,0.07,,0.47,6.1,7,2.1,2,3.1,9.7,0.6,46.0606240757853,11.1189415369822
6437,9173,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.13,,,54.4,0.28,,1.04,10.5,8,2.4,4,12.6,37.5,2.3,46.0605497510965,11.1189405025517
6438,9174,Carpinus betulus,15,616.56,61.7,9.91,2.7,0.44,0,0.06,,,25.9,0.13,,0.64,7.3,7,2.1,3,7.1,17.9,1.1,46.0604233195028,11.1189391547121
6439,9175,Carpinus betulus,14,579.13,53.2,8.55,2.5,0.4,0,0.08,,,32.8,0.17,,0.65,6.7,6,1.8,4,12.6,22.6,1.4,46.0603351584622,11.1189465117001
6440,9176,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7.1,0.04,,0.32,4.5,6,1.8,1.5,1.8,4.9,0.3,46.0602470309675,11.1189520599131
6441,9177,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,10.3,0.05,,0.41,5.6,6,1.8,2,3.1,7.1,0.4,46.0601625910467,11.1189577492397
6442,9178,Carpinus betulus,14,579.13,53.2,8.55,2.5,0.4,0,0.04,,,16.8,0.09,,0.53,6.7,6,1.8,2.5,4.9,11.6,0.7,46.0599585567952,11.1189962258155
6443,9179,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.04,,,14.7,0.08,,0.45,5.6,4,1.2,2.5,4.9,10.1,0.6,46.059863884381,11.1190246659514
6444,9180,Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0,0.09,,,39,0.2,,0.66,6.1,5,1.5,4,12.6,26.9,1.6,46.0597225042,11.1192275370987
6445,9181,Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0.1,0.11,,,46.8,0.24,,0.72,6.1,8,2.4,4,12.6,32.2,1.9,46.0596671362987,11.1192040854966
6446,9182,Carpinus betulus,15,616.56,61.7,9.91,2.7,0.44,0.1,0.14,,,60.4,0.31,,0.9,7.3,8,2.4,5,19.6,41.6,2.5,46.0595291483992,11.1191561394053
6447,9183,Carpinus betulus,15,616.56,61.7,9.91,2.7,0.44,0,0.06,,,24.4,0.13,,0.62,7.3,7,2.1,3,7.1,16.8,1,46.0594688025785,11.119134178172
6448,9184,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.17,,,70.5,0.36,,1.17,10.5,9,2.7,5,19.6,48.6,2.9,46.0593690457279,11.1191019171446
6449,9185,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.17,,,70.5,0.36,,1.17,10.5,9,2.7,5,19.6,48.6,2.9,46.0592949617845,11.1190830502761
6450,9186,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.43,,,180.7,0.93,,2,10.5,8,2.4,7,38.5,124.6,7.5,46.0592311248665,11.1190503541446
6451,9187,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.3,0.64,,,265.8,1.37,,2.64,10.5,8,2.4,8,50.3,183.2,11,46.059154547808,11.1190348827089
6452,9188,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.46,,,191.7,0.99,,2.08,10.5,8,2.4,7,38.5,132.2,8,46.0590824526156,11.119044664304
6453,9189,Carpinus betulus,18,744.35,91.4,14.69,3.5,0.55,0.1,0.26,,,107.5,0.55,,1.36,9.2,7,2.1,6,28.3,74.1,4.5,46.0590100962244,11.1190685280236
6454,9190,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.12,,,51.3,0.26,,1.02,10.5,8,2.4,4,12.6,35.4,2.1,46.0594591825708,11.1189200989649
6455,9191,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7,0.04,,0.32,4.5,4,1.2,1.5,1.8,4.8,0.3,46.0593828355248,11.1188922249246
6456,9192,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,5.5,0.03,,0.31,4.5,3.5,1,1,0.8,3.8,0.2,46.059289261666,11.1188565809808
6457,9193,Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.2,0.3,,,123.7,0.64,,1.53,9.9,7,2.1,6,28.3,85.3,5.1,46.0592017283858,11.1188300890632
6458,9194,Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.1,0.11,,,47.4,0.24,,0.95,9.9,6,1.8,4,12.6,32.7,2,46.0591168452223,11.1187965879173
6459,9195,Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0,0.06,,,23.2,0.12,,0.77,9.9,5,1.5,3,7.1,16,1,46.058756879722,11.118953857666
6460,9196,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.4,,,165,0.85,,1.88,10.5,9,2.7,7,38.5,113.8,6.9,46.0587426948019,11.1188500160403
6461,9197,Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.3,0.59,,,246,1.26,,2.45,9.9,8,2.4,8,50.3,169.6,10.2,46.0589624962537,11.1190872627281
6462,9198,Carpinus betulus,18,744.35,91.4,14.69,3.5,0.55,0,0.07,,,27.5,0.14,,0.76,9.2,6,1.8,3,7.1,18.9,1.1,46.0589800276356,11.1187534717205
6463,9199,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.04,,,17.1,0.09,,0.46,5.6,5,1.5,3,7.1,11.8,0.7,46.058867562444,11.1187124511508
6464,9200,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0.1,0.13,,,54.9,0.28,,0.68,4.5,4,1.2,5,19.6,37.8,2.3,46.0588105741845,11.118684154902
6465,9201,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.18,,,75.7,0.39,,1.21,10.5,9,2.7,5,19.6,52.2,3.1,46.0587411775697,11.1186503418094
6466,9202,Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.2,0.47,,,198.1,1.02,,2.57,17.9,10,3,7,38.5,136.6,8.2,46.0586736239837,11.118609359368
6467,9203,Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0.1,0.19,,,79.5,0.41,,0.75,2.6,7.5,2.3,6,28.3,54.8,3.3,46.0586028945947,11.1185551977574
6468,9204,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.2,0.36,,,149.6,0.77,,1.98,14.1,9,2.7,6,28.3,103.1,6.2,46.0584838980528,11.1184975088761
6469,9205,Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.1,0.25,,,105.6,0.54,,1.88,17.9,9,2.7,5,19.6,72.8,4.4,46.0583801304495,11.1184485478034
6470,9206,Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.2,0.33,,,139.4,0.72,,2.03,16.2,9,2.7,6,28.3,96.1,5.8,46.0582976910118,11.1184094527812
6471,9207,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.09,,,37.9,0.19,,0.62,5.6,5,1.5,4,12.6,26.1,1.6,46.0582423817043,11.1183876855861
6472,9208,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.05,,,19.5,0.1,,0.42,4.5,4,1.2,3,7.1,13.4,0.8,46.0581208046534,11.1183429563944
6473,9209,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.21,,,87.6,0.45,,1.51,14.1,9,2.7,5,19.6,60.4,3.6,46.0580743672545,11.1183281222093
6474,9210,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.3,0.54,,,224.4,1.15,,2.54,14.1,10,3,7,38.5,154.7,9.3,46.0580257568981,11.1183139806217
6475,9211,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.11,,,47.8,0.25,,1,10.5,9,2.7,4,12.6,33,2,46.0579549777268,11.1182916218273
6476,9212,Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.3,0.57,,,239.4,1.23,,2.89,17.9,10,3,7,38.5,165,9.9,46.0578580246552,11.1182731745595
6477,9213,Carpinus betulus,29,1411.68,264.8,42.54,6.4,1.03,0.6,1.15,,,481.4,2.48,,4.66,17.1,10,3,11,95,331.9,20,46.0578196686372,11.1182545126105
6478,9214,Carpinus betulus,29,1411.68,264.8,42.54,6.4,1.03,0.2,0.37,,,155.6,0.8,,2.21,17.1,10,3,6,28.3,107.3,6.5,46.0577562622105,11.1182325653077
6479,9215,Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.3,0.62,,,259,1.33,,3.03,17.9,12,3.6,7,38.5,178.5,10.8,46.0577099458711,11.1182160552803
6480,9216,Carpinus betulus,34,1818.28,380.7,61.16,6.3,1.01,0.2,0.38,,,158.6,0.82,,2.21,16.8,12,3.6,6,28.3,109.3,6.6,46.0581376315611,11.1192749597323
6481,9217,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7,0.04,,0.32,4.5,4,1.2,1.5,1.8,4.8,0.3,46.0582008523698,11.1192486784267
6482,9218,Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.02,,,6.9,0.04,,0.26,3.5,4,1.2,1.5,1.8,4.8,0.3,46.0582685294765,11.1192247654471
6483,9219,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0.1,0.1,,,42.6,0.22,,0.59,4.5,8,2.4,4,12.6,29.4,1.8,46.0583302297415,11.1192028214924
6484,9220,Carpinus betulus,4,51.07,4.8,0.78,0.6,0.1,0,0.02,,,9.2,0.05,,0.17,1.7,7,2.1,2,3.1,6.4,0.4,46.0583978576372,11.1191767086903
6485,9221,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,5.8,0.03,,0.31,4.5,4,1.2,1,0.8,4,0.2,46.0584483993107,11.11915950895
6486,9222,Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.02,,,10,0.05,,0.28,3.5,4,1.2,2,3.1,6.9,0.4,46.0585799352294,11.1191137342336
6487,9223,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7.9,0.04,,0.33,4.5,4,1.2,1.5,1.8,5.5,0.3,46.0587034579264,11.1190632569486
6488,9224,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.03,,,10.6,0.05,,0.38,5,4,1.2,2,3.1,7.3,0.4,46.0587723255759,11.1191741042451
6489,9225,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,5.9,0.03,,0.31,4.5,3.5,1,1.5,1.8,4.1,0.2,46.0587074481819,11.1191683890843
6490,9226,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,8.5,0.04,,0.4,5.6,4,1.2,1.5,1.8,5.8,0.4,46.0586406979806,11.1191860028209
6491,9227,Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.1,0.23,,,94.9,0.49,,1.8,17.9,7,2.1,5,19.6,65.4,3.9,46.0585893385226,11.1192084719653
6492,9228,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.23,,,97,0.5,,1.37,10.5,7,2.1,6,28.3,66.9,4,46.058532882314,11.1192242817692
6493,9229,Acer negundo,45,1766.62,546.3,87.78,11.1,1.79,0.5,1.03,,,430.8,2.22,,5.04,29.7,12,3.6,11,95,297,27.2,46.0584927245718,11.1192396810681
6494,9230,Acer negundo,35,1222.43,309,49.65,8.1,1.3,0.1,0.27,,,114.6,0.59,,2.16,21.5,11,3.3,6,28.3,79,7.2,46.0584286559536,11.1192679986113
6495,9231,Acer negundo,40,1477.52,414.9,66.66,9.5,1.53,0.2,0.29,,,120.1,0.62,,2.44,25.4,11,3.3,6,28.3,82.8,7.6,46.0583349585801,11.1193069469242
6496,9232,Acer negundo,40,1477.52,421.3,67.68,9.6,1.55,0.8,1.54,,,641.9,3.3,,6.39,25.7,12,3.6,13,132.7,442.5,40.5,46.0582812355421,11.1193355310091
6497,9233,Acer negundo,20,661.25,93.4,15.01,4.1,0.67,0.3,0.51,,,213.6,1.1,,2.28,11,12,3.6,8,50.3,147.2,13.5,46.05822087365,11.1193629559477
6498,9234,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.4,0.84,,,348.8,1.79,,3.26,10.5,10,3,9,63.6,240.5,14.5,46.0581599996012,11.1193840263229
6499,9235,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7.6,0.04,,0.33,4.5,3.5,1,1.5,1.8,5.3,0.3,46.0580976780403,11.1194006456073
6500,9236,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.4,0.7,,,293,1.51,,2.84,10.5,11,3.3,8,50.3,202,12.2,46.0584490765647,11.1274236533076
6501,9237,Liriodendron tulipifera,18,800.68,59.3,9.53,3.2,0.52,0.1,0.12,,,48.1,0.25,,0.88,8.6,7,2.1,4.5,15.9,33.2,2,46.0583813553597,11.1274788414311
6502,9238,Liriodendron tulipifera,18,800.68,59.3,9.53,3.2,0.52,0,0.05,,,22.3,0.11,,0.69,8.6,6,1.8,3,7.1,15.3,0.9,46.0583061128193,11.1275319304506
6503,9239,Liriodendron tulipifera,13,561.06,27.1,4.35,2.1,0.33,0,0.02,,,8,0.04,,0.39,5.5,5,1.5,2,3.1,5.5,0.3,46.0582157578656,11.1275845679324
6504,9240,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.02,,,8.4,0.04,,0.36,4.9,5,1.5,2,3.1,5.8,0.3,46.0581034237527,11.1276381706714
6505,9241,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.06,,,25.3,0.13,,0.49,4.9,6,1.8,3.5,9.6,17.4,1,46.0580585456925,11.1276604929722
6506,9242,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.07,,,30.8,0.16,,0.53,4.9,6,1.8,4,12.6,21.2,1.3,46.0579941042808,11.1276942161414
6507,9243,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.04,,,16,0.08,,0.42,4.9,5,1.5,3,7.1,11,0.6,46.0581585772303,11.1276053833293
6508,9244,Liriodendron tulipifera,7,163.54,6.1,0.97,0.9,0.14,0,0.01,,,6.1,0.03,,0.19,2.4,5,1.5,1.5,1.8,4.2,0.2,46.0581818324215,11.1277050497232
6509,9245,Quercus rubra,18,800.68,73.2,11.75,3.1,0.49,0.1,0.11,,,43.8,0.23,,0.82,8.2,9,2.7,4,12.6,30.2,2.4,46.0580353687951,11.1277789310306
6510,9246,Liriodendron tulipifera,5,83.44,2.6,0.42,0.6,0.09,0,0.01,,,4.9,0.02,,0.13,1.5,3.5,1,1.5,1.8,3.3,0.2,46.0579596598299,11.1278087304119
6511,9247,Quercus rubra,14,602.8,39.7,6.38,2.2,0.35,0,0.02,,,9.9,0.05,,0.42,5.8,7,2.1,2,3.1,6.8,0.5,46.0578833240087,11.1278528560515
6512,9248,Quercus rubra,14,602.8,39.7,6.38,2.2,0.35,0,0.04,,,16,0.08,,0.47,5.8,7,2.1,2.5,4.9,11,0.9,46.0578273773667,11.1277929166189
6513,9249,Liriodendron tulipifera,11,486.85,18.1,2.91,1.6,0.26,0,0.03,,,12.3,0.06,,0.36,4.4,4,1.2,2.5,4.9,8.5,0.5,46.0577503018671,11.1278332645559
6514,9250,Liriodendron tulipifera,14,602.8,32.4,5.2,2.3,0.37,0,0.05,,,21.8,0.11,,0.53,6.1,7,2.1,3,7.1,15,0.9,46.0576995093624,11.1278541957402
6515,9251,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.03,,,13.7,0.07,,0.33,3.8,6,1.8,2.5,4.9,9.4,0.6,46.0576461970278,11.1278799427913
6516,9252,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.04,,,18,0.09,,0.43,4.9,5,1.5,3,7.1,12.4,0.7,46.0578096653139,11.1278885517792
6517,9253,Quercus rubra,18,800.68,73.2,11.75,3.1,0.49,0,0.03,,,14.5,0.07,,0.6,8.2,8,2.4,2.5,4.9,10,0.8,46.0577411323016,11.1279196609306
6518,9254,Quercus rubra,12,522.41,27.3,4.39,1.7,0.28,0,0.04,,,15.3,0.08,,0.39,4.6,8,2.4,2.5,4.9,10.6,0.8,46.0576621890763,11.1279684695066
6519,9255,Quercus rubra,12,522.41,27.3,4.39,1.7,0.28,0,0.03,,,12.6,0.06,,0.37,4.6,7,2.1,2.5,4.9,8.7,0.7,46.0575708520229,11.1279191934444
6520,9256,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.03,,,11.2,0.06,,0.31,3.8,4,1.2,2.5,4.9,7.7,0.5,46.0574929877679,11.1279535637386
6521,9257,Liriodendron tulipifera,11,486.85,18.1,2.91,1.6,0.26,0,0.04,,,15.2,0.08,,0.38,4.4,7,2.1,2.5,4.9,10.5,0.6,46.0575503294658,11.1280255798294
6522,9258,Quercus rubra,17,746.58,63.7,10.23,2.8,0.46,0,0.04,,,17.5,0.09,,0.59,7.6,9,2.7,2.5,4.9,12.1,1,46.0574799753528,11.1280674783909
6523,9259,Quercus rubra,9,270.35,13.6,2.18,1.2,0.19,0,0.01,,,5,0.03,,0.22,3.1,5,1.5,1.5,1.8,3.5,0.3,46.0573633223855,11.128125826218
6524,9260,Quercus rubra,13,561.06,33.2,5.33,1.9,0.31,0,0.03,,,10.9,0.06,,0.39,5.2,6,1.8,2,3.1,7.5,0.6,46.0572531665007,11.1280914700181
6525,9262,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.04,,,18.1,0.09,,0.37,3.8,6,1.8,3,7.1,12.5,0.7,46.0572525416974,11.1281684978599
6526,9263,Quercus rubra,14,602.8,39.7,6.38,2.2,0.35,0,0.02,,,7.9,0.04,,0.41,5.8,7,2.1,1.5,1.8,5.4,0.4,46.057185650097,11.1282032893434
6527,9264,Quercus rubra,19,857.89,83.4,13.4,3.3,0.53,0,0.08,,,33,0.17,,0.78,8.9,6,1.8,4,12.6,22.7,1.8,46.0571710301774,11.1281329154635
6528,9265,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,10.2,0.05,,0.25,2.8,7,2.1,2,3.1,7,0.4,46.0570592595324,11.1281852449983
6529,9266,Liriodendron tulipifera,13,561.06,27.1,4.35,2.1,0.33,0.1,0.14,,,60.4,0.31,,0.79,5.5,8,2.4,5,19.6,41.7,2.5,46.0570696972688,11.1283013528367
6530,9267,Quercus rubra,14.5,624.83,43.3,6.95,2.3,0.36,0.1,0.1,,,40.6,0.21,,0.67,6,9,2.7,4,12.6,28,2.2,46.0570121383899,11.1283279702149
6531,9268,Quercus rubra,18,800.68,73.2,11.75,3.1,0.49,0,0.05,,,19.8,0.1,,0.64,8.2,6.5,1.9,3,7.1,13.6,1.1,46.0569704242718,11.1282287597601
6532,9269,Liriodendron tulipifera,9,270.35,11.2,1.79,1.2,0.2,0,0.02,,,8.6,0.04,,0.26,3.3,5,1.5,2,3.1,5.9,0.3,46.0568704574332,11.1282803790773
6533,9270,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.02,,,7,0.04,,0.28,3.8,5,1.5,1.5,1.8,4.8,0.3,46.0569029085432,11.12838401674
6534,9271,Quercus rubra,13,561.06,33.2,5.33,1.9,0.31,0,0.08,,,32.6,0.17,,0.56,5.2,8,2.4,4,12.6,22.4,1.8,46.0567943687105,11.1283208928936
6535,9272,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.01,,,5.5,0.03,,0.27,3.8,4.5,1.3,1.5,1.8,3.8,0.2,46.0566870706689,11.1283602070384
6536,9273,Liriodendron tulipifera,6,120.16,4.1,0.66,0.7,0.12,0,0.02,,,9.6,0.05,,0.19,1.9,3.5,1,2.5,4.9,6.6,0.4,46.0566208079698,11.1284047181441
6537,9274,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.04,,,15.4,0.08,,0.41,4.9,3.5,1,3,7.1,10.6,0.6,46.056724534304,11.128465329876
6538,9275,Quercus rubra,15,647.63,47,7.55,2.4,0.38,0,0.07,,,28.4,0.15,,0.6,6.3,8,2.4,3.5,9.6,19.6,1.6,46.0566516848941,11.1285010552046
6539,9276,Quercus rubra,10,333.76,17.5,2.82,1.3,0.22,0,0.03,,,10.5,0.05,,0.3,3.6,4.5,1.3,2.5,4.9,7.3,0.6,46.0565824987124,11.1285237346866
6540,9277,Quercus rubra,16,695.56,55,8.83,2.6,0.42,0,0.05,,,21,0.11,,0.58,6.9,8,2.4,3,7.1,14.5,1.2,46.0563468829841,11.1286532655864
6541,9278,Quercus rubra,13,561.06,33.2,5.33,1.9,0.31,0.1,0.1,,,41.7,0.21,,0.63,5.2,6,1.8,4.5,15.9,28.7,2.3,46.0563975423582,11.1286346575181
6542,9279,Quercus rubra,13,561.06,33.2,5.33,1.9,0.31,0,0.08,,,34,0.17,,0.57,5.2,7,2.1,4.5,15.9,23.4,1.9,46.0588153275018,11.1192965024838
6543,9280,Carpinus betulus,5,69.67,7.1,1.14,0.8,0.13,0,0.01,,,6,0.03,,0.17,2.1,3.5,1,1.5,1.8,4.1,0.2,46.0721348181421,11.1215527761088
6544,9281,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,8.1,0.04,,0.23,2.8,4,1.2,2,3.1,5.6,0.3,46.072183334192,11.1215816630658
6545,9282,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.01,,,6.3,0.03,,0.22,2.8,4,1.2,2,3.1,4.3,0.3,46.0722295956723,11.1216156363113
6546,9283,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,7.7,0.04,,0.23,2.8,4,1.2,2,3.1,5.3,0.3,46.0723318286254,11.1216792998159
6547,9284,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.02,,,8.4,0.04,,0.29,3.8,5,1.5,2,3.1,5.8,0.3,46.0723874342853,11.1217141487346
6548,9285,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.02,,,9.5,0.05,,0.3,3.8,5,1.5,2,3.1,6.5,0.4,46.0724460810001,11.1217597183175
6549,9286,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,7.2,0.04,,0.22,2.8,4,1.2,2,3.1,5,0.3,46.0725054256188,11.1218064786116
6550,9287,Liriodendron tulipifera,8,213.61,8.4,1.35,1.1,0.17,0,0.02,,,7.7,0.04,,0.23,2.8,4,1.2,2,3.1,5.3,0.3,46.0725594123054,11.1218412657033
